iso3,year,in_degree_centrality,out_degree_centrality,in_strength,out_strength,betweenness_centrality,pagerank
ARE,1990,0.14224137931034483,0.11206896551724138,373470.0,28667.0,0.00423897223466189,0.0038701167238326725
BGD,1990,0.07327586206896551,0.22413793103448276,356914.0,2095726.0,0.061758564711150925,0.003908693649979968
BHR,1990,0.14224137931034483,0.07758620689655173,52060.0,5930.0,0.0,0.0011350119921044429
EGY,1990,0.3017241379310345,0.2801724137931034,54570.0,458550.0,0.01889059934318555,0.002594034732541819
ERI,1990,0.09051724137931035,0.09482758620689655,5107.0,74806.0,0.0,0.0006790777093638177
ETH,1990,0.030172413793103446,0.1896551724137931,436282.0,818613.0,0.02841198313181072,0.0032412210268052367
IDN,1990,0.06896551724137931,0.2629310344827586,35869.0,696676.0,0.009260523958799822,0.002940604436228055
JOR,1990,0.030172413793103446,0.16379310344827586,464492.0,121565.0,0.00423897223466189,0.007440786409950207
KWT,1990,0.13793103448275862,0.11637931034482758,395460.0,28090.0,0.0,0.004067133021689069
LBN,1990,0.030172413793103446,0.30603448275862066,171519.0,174946.0,0.030085833706523363,0.0026030451294095005
LKA,1990,0.1336206896551724,0.2025862068965517,17430.0,430804.0,0.004304187192118227,0.0007635602385627929
NGA,1990,0.03879310344827586,0.3146551724137931,131499.0,177539.0,0.007238860277653382,0.0022773438733768563
NPL,1990,0.02586206896551724,0.16379310344827586,290714.0,288598.0,0.0049563367666815945,0.002450295642250467
PSE,1990,0.06034482758620689,0.16810344827586207,144433.0,822783.0,0.08136652858635618,0.01456713444717885
QAT,1990,0.14224137931034483,0.07758620689655173,63986.0,5745.0,0.0,0.003397646361854147
SAU,1990,0.08189655172413793,0.16810344827586207,1070682.0,32397.0,0.0001521682340647858,0.008333228804431794
SDN,1990,0.05603448275862069,0.15948275862068964,690339.0,175906.0,0.03645516121809225,0.0052809076891364645
SOM,1990,0.004310344827586207,0.1724137931034483,225139.0,292328.0,0.008608374384236454,0.0014016304026553152
SSD,1990,0.0,0.04310344827586207,0.0,242288.0,0.0,0.0006437768240343349
SYR,1990,0.01293103448275862,0.28879310344827586,121486.0,124278.0,0.0,0.0024481970216436505
THA,1990,0.04741379310344827,0.25862068965517243,95921.0,168903.0,0.01289082325720257,0.0009974606127722409
TUN,1990,0.06465517241379311,0.1724137931034483,16089.0,203302.0,0.0,0.000894143020368265
YEM,1990,0.034482758620689655,0.11206896551724138,39115.0,118653.0,0.0,0.0010013740533710018
ARM,1990,0.05603448275862069,0.15948275862068964,200999.0,411341.0,0.0,0.0011710058861003696
AUT,1990,0.1853448275862069,0.25862068965517243,340058.0,234716.0,0.004760691894312584,0.0037724911842632403
BGR,1990,0.5129310344827586,0.21551724137931033,11049.0,306512.0,0.0,0.0007206700444643929
BOL,1990,0.47844827586206895,0.1336206896551724,35674.0,94501.0,0.0,0.002425248505881679
BRA,1990,0.4267241379310345,0.3232758620689655,362802.0,230327.0,0.023390431407672788,0.006590432646661314
CRI,1990,0.6206896551724138,0.12931034482758622,103029.0,12558.0,0.004934598447529482,0.002505012201356958
CUB,1990,0.15517241379310345,0.25,14918.0,429244.0,0.0,0.0008797685059005325
CYP,1990,0.5775862068965517,0.09913793103448276,23181.0,41796.0,0.0,0.0011113846020355178
CZE,1990,0.05172413793103448,0.1810344827586207,188877.0,303973.0,0.009260523958799822,0.0015144589464067045
DZA,1990,0.08620689655172414,0.23275862068965517,117405.0,690190.0,0.017781945066427825,0.002474022590321673
ECU,1990,0.20689655172413793,0.14224137931034483,41107.0,102477.0,0.00491286012837737,0.0019090686830546164
EST,1990,0.11637931034482758,0.125,210008.0,56509.0,0.0,0.0012171800420314913
GTM,1990,0.21120689655172414,0.14224137931034483,151581.0,142812.0,0.004304187192118227,0.001971804769858988
HND,1990,0.1810344827586207,0.12931034482758622,132804.0,82127.0,0.005151981639050605,0.0019011470935806536
HRV,1990,0.16810344827586207,0.15517241379310345,226078.0,451026.0,0.004891121809225258,0.002053177836657054
HUN,1990,0.521551724137931,0.21120689655172414,185218.0,166046.0,0.0,0.0017219316410209426
IRL,1990,0.11206896551724138,0.22844827586206895,116778.0,503309.0,0.0,0.004223315603638161
IRN,1990,0.030172413793103446,0.25,1918473.0,265727.0,0.006760617256306912,0.0014216598792825522
ISR,1990,0.2543103448275862,0.21982758620689655,840089.0,135096.0,0.06201942454097627,0.01021275311198407
JPN,1990,0.2543103448275862,0.3620689655172414,522215.0,393835.0,0.0003478131064337961,0.004795523916194063
KOR,1990,0.05172413793103448,0.3103448275862069,8476.0,922159.0,0.0,0.000876631998171258
LAO,1990,0.02586206896551724,0.09051724137931035,10732.0,153712.0,0.0,0.0006674574106964623
LTU,1990,0.4267241379310345,0.15086206896551724,177694.0,194347.0,0.0,0.0013096881051361728
MEX,1990,0.3318965517241379,0.21982758620689655,189668.0,1973414.0,0.029520637408568445,0.018086452080485396
MNE,1990,0.125,0.05603448275862069,43832.0,57124.0,0.0,0.0010005954014521371
NOR,1990,0.6853448275862069,0.16810344827586207,91499.0,50515.0,0.0,0.00542517201967851
NZL,1990,0.20689655172413793,0.23275862068965517,261007.0,161986.0,0.0367160210479176,0.01550266037146078
PAN,1990,0.36637931034482757,0.14655172413793102,29508.0,91157.0,0.0,0.0016829062893780862
POL,1990,0.2629310344827586,0.3189655172413793,619458.0,1289207.0,0.04536787207045828,0.004201991462210731
PRI,1990,0.1939655172413793,0.1336206896551724,163820.0,492915.0,0.02897717942976564,0.017737863549158323
PRK,1990,0.08620689655172414,0.10775862068965517,14988.0,15075.0,0.0,0.0007400597744000694
PRY,1990,0.07327586206896551,0.12931034482758622,90230.0,186467.0,0.0015868972981041948,0.0037083329325741854
ROU,1990,0.10344827586206896,0.2672413793103448,73588.0,522868.0,0.004282448872966115,0.0010534690672578113
RUS,1990,0.1810344827586207,0.40086206896551724,5840598.0,7110543.0,0.15079871995820274,0.019541145864557383
SEN,1990,0.09051724137931035,0.20689655172413793,112018.0,132929.0,0.0670409762651142,0.004796060929862563
SLV,1990,0.2025862068965517,0.14655172413793102,25030.0,491101.0,0.017086318853560233,0.0016598322198646722
SRB,1990,0.16810344827586207,0.14224137931034483,554815.0,187152.0,0.01715153381101657,0.003909043585306333
SVK,1990,0.3448275862068966,0.14655172413793102,23079.0,172666.0,0.0,0.0007974812489248415
SVN,1990,0.3017241379310345,0.11206896551724138,86779.0,68171.0,0.0,0.0013256169549342503
TWN,1990,0.09913793103448276,0.06896551724137931,43825.0,193368.0,0.0,0.0013099460909700013
UKR,1990,0.12931034482758622,0.3017241379310345,3688195.0,2844253.0,0.04247667562322735,0.010238370726053103
AZE,1990,0.08189655172413793,0.12931034482758622,190370.0,688434.0,0.0,0.0011472338256646299
GEO,1990,0.08189655172413793,0.12931034482758622,165034.0,549088.0,0.00856489774593223,0.0011168915869260718
KAZ,1990,0.11637931034482758,0.14655172413793102,1603941.0,1652378.0,0.006695402298850575,0.0051904745036302205
TKM,1990,0.04741379310344827,0.09913793103448276,171474.0,138003.0,0.0,0.0011114610123080563
ASM,1990,0.03879310344827586,0.021551724137931036,9723.0,502.0,0.0,0.0013191690018993013
FJI,1990,0.06034482758620689,0.09913793103448276,5675.0,34026.0,0.018347141364382744,0.001626598846297135
TKL,1990,0.017241379310344827,0.017241379310344827,109.0,142.0,0.0,0.0006589530588952496
TON,1990,0.021551724137931036,0.04310344827586207,416.0,10202.0,0.0,0.0006574095937832142
WSM,1990,0.09051724137931035,0.05603448275862069,1470.0,33263.0,0.009912673533363189,0.0020638568597098677
ATG,1990,0.22844827586206895,0.09051724137931035,5825.0,4071.0,4.3476638304224514e-05,0.0019486372221332409
BHS,1990,0.28879310344827586,0.09913793103448276,12256.0,1057.0,0.0049563367666815945,0.0023276160099304395
BLZ,1990,0.06465517241379311,0.07327586206896551,13556.0,1958.0,0.0,0.0008917216298980678
BMU,1990,0.15086206896551724,0.04310344827586207,7800.0,212.0,0.0,0.0010919929862681014
BRB,1990,0.06034482758620689,0.12068965517241378,11041.0,11032.0,0.0,0.001401371402398323
GHA,1990,0.1853448275862069,0.19827586206896552,75762.0,183129.0,0.00982572025675474,0.0017350090864394882
GLP,1990,0.10344827586206896,0.04310344827586207,31153.0,4142.0,8.695327660844903e-05,0.004576231688017767
GUF,1990,0.06896551724137931,0.04310344827586207,27250.0,1662.0,0.00982572025675474,0.003707083020913486
LCA,1990,0.24137931034482757,0.09913793103448276,1908.0,7747.0,0.0,0.0011391754333224832
MTQ,1990,0.06465517241379311,0.05172413793103448,18979.0,5330.0,0.004978075085833707,0.004693253706775652
TCA,1990,0.02586206896551724,0.01293103448275862,2162.0,1275.0,0.0,0.001442248474180913
TTO,1990,0.06896551724137931,0.14655172413793102,25014.0,99561.0,0.009282262277951933,0.0020617784120116308
VGB,1990,0.09051724137931035,0.05603448275862069,3657.0,2192.0,0.0,0.0010888485909497912
BDI,1990,0.030172413793103446,0.09913793103448276,139444.0,168590.0,6.521495745633678e-05,0.001617403566854692
BEN,1990,0.04310344827586207,0.10344827586206896,32747.0,101879.0,8.695327660844903e-05,0.001208096674449332
BFA,1990,0.034482758620689655,0.07758620689655173,170316.0,408662.0,0.009260523958799822,0.007956323091611196
BIH,1990,0.05603448275862069,0.12068965517241378,28628.0,576745.0,0.0,0.0009284171650947331
BLR,1990,0.22413793103448276,0.14224137931034483,676895.0,959003.0,0.0,0.0025505049596608945
BRN,1990,0.08189655172413793,0.034482758620689655,30984.0,15287.0,0.0,0.0009045900940572171
BTN,1990,0.09913793103448276,0.030172413793103446,3988.0,14018.0,0.0,0.0006711680535717053
BWA,1990,0.13793103448275862,0.05603448275862069,10305.0,6405.0,0.0,0.0010226760594033769
CAF,1990,0.09051724137931035,0.05603448275862069,27049.0,17651.0,0.0,0.0011946552162397698
CMR,1990,0.01293103448275862,0.15086206896551724,98345.0,43114.0,0.013151683087027915,0.0017272379159843398
COK,1990,0.04310344827586207,0.02586206896551724,1121.0,9232.0,0.0,0.0007867538303123331
CYM,1990,0.22413793103448276,0.030172413793103446,4693.0,60.0,0.0,0.0008764233839112128
DJI,1990,0.01293103448275862,0.034482758620689655,54742.0,853.0,0.0,0.0008620629599350616
FIN,1990,0.5258620689655172,0.1810344827586207,28042.0,150962.0,0.004847645170921034,0.0028843271404432698
FLK,1990,0.030172413793103446,0.008620689655172414,355.0,149.0,0.0,0.0007530282020153774
GAB,1990,0.14224137931034483,0.07758620689655173,53824.0,7152.0,0.0049563367666815945,0.0021273376588805074
GIB,1990,0.01293103448275862,0.017241379310344827,3648.0,256.0,0.0,0.0006901187042953727
GMB,1990,0.030172413793103446,0.07758620689655173,50543.0,6713.0,0.0,0.00207707029509929
GUM,1990,0.04741379310344827,0.02586206896551724,29203.0,869.0,0.019716655470965818,0.008528370863845936
HKG,1990,0.125,0.11637931034482758,965196.0,261448.0,0.009695290341842067,0.0054749197269890965
IMN,1990,0.034482758620689655,0.008620689655172414,17531.0,350.0,0.0,0.0014985706469774957
IRQ,1990,0.09482758620689655,0.21982758620689655,19098.0,278825.0,0.0,0.0009857981373523218
ISL,1990,0.47844827586206895,0.08620689655172414,5336.0,3476.0,0.0,0.0010035752843226284
KEN,1990,0.05172413793103448,0.16810344827586207,92201.0,117898.0,0.032477048813255714,0.0028231933981863787
KGZ,1990,0.09913793103448276,0.09482758620689655,354185.0,316771.0,0.0,0.0016445421769682186
KHM,1990,0.11206896551724138,0.10344827586206896,16648.0,133391.0,0.008586636065084342,0.0007067165809396638
KIR,1990,0.030172413793103446,0.034482758620689655,865.0,2113.0,4.3476638304224514e-05,0.0015639720921856073
LBR,1990,0.10775862068965517,0.09913793103448276,31437.0,269781.0,0.0,0.0017242577257169864
LBY,1990,0.3706896551724138,0.14655172413793102,214368.0,39337.0,0.0021520935960591134,0.006976092731157311
LSO,1990,0.06465517241379311,0.04741379310344827,2258.0,23916.0,0.0,0.0007663101013358184
LUX,1990,0.3318965517241379,0.10344827586206896,57518.0,16213.0,0.0,0.001801770445326797
LVA,1990,0.40948275862068967,0.14224137931034483,355207.0,95682.0,0.0,0.001597124863530793
MAC,1990,0.021551724137931036,0.04310344827586207,102199.0,35286.0,0.0,0.0009951232140006702
MCO,1990,0.008620689655172414,0.03879310344827586,6143.0,7960.0,0.0,0.0008125195011049846
MDA,1990,0.1336206896551724,0.15086206896551724,296925.0,339888.0,0.00856489774593223,0.0014639880674792204
MDG,1990,0.017241379310344827,0.09051724137931035,7738.0,43134.0,0.008630112703388567,0.001026550131990246
MDV,1990,0.09482758620689655,0.02586206896551724,3798.0,367.0,0.0,0.0006663441240024935
MLT,1990,0.35344827586206895,0.06896551724137931,8004.0,31511.0,0.0,0.0014331839838858387
MMR,1990,0.017241379310344827,0.10775862068965517,54732.0,262396.0,0.00021738319152112256,0.0008374214181607481
MNG,1990,0.11637931034482758,0.08189655172413793,2972.0,38822.0,0.0,0.0006681048379832383
MUS,1990,0.09051724137931035,0.09051724137931035,1624.0,34603.0,0.0,0.000683854890279608
MWI,1990,0.05172413793103448,0.06465517241379311,562937.0,52855.0,0.0,0.00223494145327039
MYS,1990,0.06034482758620689,0.1939655172413793,330980.0,347018.0,0.005065028362442156,0.0030885113994904654
NCL,1990,0.06896551724137931,0.021551724137931036,15671.0,2115.0,0.014195122406329305,0.00446094186300242
NIU,1990,0.030172413793103446,0.017241379310344827,190.0,2913.0,0.0,0.0006708717811856721
NRU,1990,0.034482758620689655,0.017241379310344827,1199.0,743.0,0.004304187192118227,0.0012160059841255595
OMN,1990,0.04310344827586207,0.06034482758620689,83422.0,5366.0,0.0,0.0010859622865525176
PNG,1990,0.09051724137931035,0.03879310344827586,13620.0,13818.0,0.0042607105538140025,0.002841825999232766
PYF,1990,0.08189655172413793,0.030172413793103446,8786.0,1505.0,0.0,0.0025760445728119415
REU,1990,0.021551724137931036,0.034482758620689655,20003.0,1730.0,0.0049563367666815945,0.0020782807491634475
SGP,1990,0.04310344827586207,0.16810344827586207,377769.0,84171.0,0.008456206150171668,0.003565516577514705
SLB,1990,0.06465517241379311,0.034482758620689655,1727.0,1198.0,0.0,0.0012548280281081577
SLE,1990,0.11637931034482758,0.09913793103448276,98776.0,21341.0,0.0001521682340647858,0.0022399897089052778
SWZ,1990,0.04310344827586207,0.05172413793103448,31601.0,9559.0,0.0,0.0014209999568207286
SYC,1990,0.10775862068965517,0.04741379310344827,1138.0,5383.0,0.0,0.0006742821284297895
TGO,1990,0.12931034482758622,0.09913793103448276,34517.0,93984.0,0.0,0.001247985722903049
TUV,1990,0.021551724137931036,0.03879310344827586,112.0,571.0,0.0,0.0006862210034625123
TZA,1990,0.11637931034482758,0.14655172413793102,288452.0,92002.0,0.03593344155844156,0.0037098876367544073
UGA,1990,0.04741379310344827,0.11637931034482758,242906.0,122324.0,0.04606349828332587,0.0036200950655131178
VNM,1990,0.021551724137931036,0.24137931034482757,18109.0,540991.0,0.004304187192118227,0.0007208614116572924
VUT,1990,0.03879310344827586,0.04741379310344827,711.0,2517.0,0.0,0.0009346008923401013
ZWE,1990,0.02586206896551724,0.125,265830.0,107017.0,0.05536749888042992,0.0031478995585909287
MRT,1990,0.15086206896551724,0.08620689655172414,53326.0,53172.0,0.04080282504851471,0.0021900624465929423
NER,1990,0.05603448275862069,0.11206896551724138,55363.0,52598.0,0.004391140468726676,0.0013937619490803012
MLI,1990,0.09913793103448276,0.1336206896551724,70244.0,244654.0,0.03845508658008658,0.0036511420515651016
SMR,1990,0.03879310344827586,0.017241379310344827,1529.0,1624.0,0.0,0.000667217504338011
LIE,1990,0.12068965517241378,0.01293103448275862,4930.0,8.0,0.0,0.0007569767684102325
GNB,1990,0.04741379310344827,0.06465517241379311,7340.0,24108.0,0.0,0.0009344367620050819
CHI,1990,0.017241379310344827,0.01293103448275862,31989.0,143.0,0.0,0.0011540981129893682
VAT,1990,0.0,0.004310344827586207,0.0,10.0,0.0,0.0006437768240343349
GNQ,1990,0.02586206896551724,0.034482758620689655,1071.0,14139.0,0.0,0.0006893294109867518
COM,1990,0.021551724137931036,0.04741379310344827,6617.0,13361.0,0.004304187192118227,0.0012320181246210792
TLS,1990,0.06465517241379311,0.01293103448275862,3986.0,13114.0,0.0,0.0007409597124993118
GRL,1990,0.05603448275862069,0.034482758620689655,2767.0,6191.0,0.0,0.0008913412549063371
SPM,1990,0.01293103448275862,0.017241379310344827,475.0,28.0,0.0,0.0006678548342887391
FRO,1990,0.08189655172413793,0.021551724137931036,1782.0,4809.0,0.0,0.0008110549127517895
SHN,1990,0.008620689655172414,0.017241379310344827,60.0,71.0,0.0,0.0006453923194350722
WLF,1990,0.021551724137931036,0.021551724137931036,664.0,2880.0,0.0,0.0014338771598281703
ESH,1990,0.030172413793103446,0.008620689655172414,1175.0,75518.0,0.0,0.0006764901572398417
FSM,1990,0.05172413793103448,0.017241379310344827,533.0,2357.0,0.0,0.0014123984627724805
MHL,1990,0.02586206896551724,0.01293103448275862,395.0,151.0,0.0,0.0007065348920271021
MNP,1990,0.05172413793103448,0.017241379310344827,11606.0,1178.0,0.004934598447529482,0.006578075735220929
PLW,1990,0.034482758620689655,0.021551724137931036,960.0,1586.0,0.004282448872966115,0.001407224484366779
MYT,1990,0.01293103448275862,0.008620689655172414,5243.0,849.0,0.0,0.000997997529969109
BES,1995,0.0,0.034482758620689655,0.0,1676.0,0.0,0.0006437768240343349
ABW,1995,0.09482758620689655,0.06465517241379311,10622.0,2730.0,0.0,0.0025421099604783313
CHN,1995,0.41810344827586204,0.5905172413793104,221186.0,2283631.0,0.08793150097029408,0.00619196984936778
COL,1995,0.23275862068965517,0.22844827586206895,50217.0,625909.0,0.017738468428123603,0.003537790225640329
CUW,1995,0.1853448275862069,0.04741379310344827,24672.0,1895.0,0.009847458575906853,0.004172483988211673
DMA,1995,0.14224137931034483,0.12068965517241378,1297.0,11357.0,0.004282448872966115,0.0008318524122860558
DOM,1995,0.3793103448275862,0.22413793103448276,123951.0,392955.0,0.014129907448872967,0.004473597190450364
GRD,1995,0.06465517241379311,0.09913793103448276,1829.0,13415.0,0.0,0.000742801671047715
GUY,1995,0.06896551724137931,0.15948275862068964,2618.0,139706.0,0.0,0.0007433777974398685
HTI,1995,0.09051724137931035,0.17672413793103448,7454.0,325984.0,0.012847346618898345,0.0008958840436144326
IND,1995,0.1724137931034483,0.5086206896551724,3244800.0,2741426.0,0.10556127780265712,0.013550029257093792
JAM,1995,0.09051724137931035,0.19827586206896552,10240.0,460978.0,0.01415164576802508,0.001731315256200898
NIC,1995,0.22844827586206895,0.15086206896551724,12771.0,258493.0,0.0,0.0012970447942474437
NLD,1995,0.1724137931034483,0.3620689655172414,589776.0,249236.0,0.004978075085833707,0.006221479765001311
PER,1995,0.22413793103448276,0.22844827586206895,22075.0,255400.0,0.0,0.0014796250718631808
PHL,1995,0.03879310344827586,0.3793103448275862,42338.0,1547919.0,0.00856489774593223,0.0020736859568325464
PRT,1995,0.5301724137931034,0.2801724137931034,270916.0,733588.0,0.04473746081504702,0.00633766165171797
SUR,1995,0.017241379310344827,0.09051724137931035,5994.0,113544.0,0.004325925511270339,0.0006944924803278729
SXM,1995,0.14224137931034483,0.034482758620689655,11419.0,702.0,0.0,0.0041328527466535404
TUR,1995,0.1896551724137931,0.3232758620689655,597427.0,1093074.0,0.009782243618450516,0.005663276114566435
USA,1995,0.2543103448275862,0.6810344827586207,13844114.0,931064.0,0.5468056799522317,0.13341210738858245
VCT,1995,0.06465517241379311,0.09913793103448276,1998.0,13678.0,0.0,0.0011895068353564044
VEN,1995,0.4870689655172414,0.22413793103448276,505958.0,125699.0,0.05625876996566652,0.00677533896748196
PAK,1995,0.034482758620689655,0.3318965517241379,1716493.0,1140275.0,0.006999738766980147,0.005409185113310247
AFG,1995,0.01293103448275862,0.23275862068965517,24303.0,1888242.0,0.00491286012837737,0.0007399521775456865
TJK,1995,0.15086206896551724,0.11206896551724138,196182.0,270397.0,0.008869234214061801,0.0012651140874076923
UZB,1995,0.04310344827586207,0.16810344827586207,813038.0,843586.0,0.0,0.0028121154012661197
CIV,1995,0.04310344827586207,0.15086206896551724,793527.0,212437.0,0.03462914240931483,0.01062600251832576
AGO,1995,0.05603448275862069,0.14224137931034483,15688.0,328987.0,0.00856489774593223,0.000986844100910626
COD,1995,0.030172413793103446,0.2025862068965517,864497.0,255121.0,0.020760094790267206,0.0028891084018236347
COG,1995,0.09051724137931035,0.14224137931034483,92939.0,42513.0,4.3476638304224514e-05,0.0019518244518436176
CPV,1995,0.15086206896551724,0.09051724137931035,4374.0,32157.0,0.004304187192118227,0.0008411493484823074
GIN,1995,0.125,0.15086206896551724,386368.0,143124.0,0.016412430959844754,0.0034658299886678734
MOZ,1995,0.06896551724137931,0.125,71632.0,299917.0,0.024216487535453055,0.0026640088229441805
NAM,1995,0.34913793103448276,0.06034482758620689,52374.0,18789.0,0.0,0.002170077167255178
RWA,1995,0.021551724137931036,0.12931034482758622,98493.0,1064922.0,0.027412020450813555,0.002023271504735461
STP,1995,0.02586206896551724,0.034482758620689655,2332.0,9881.0,0.0,0.0007022994598438271
TCD,1995,0.04310344827586207,0.10775862068965517,38668.0,107829.0,0.002043402000298552,0.0016443688990804828
