origin_iso3,dest_iso3,year,weight,origin_in_degree_centrality,origin_out_degree_centrality,origin_in_strength,origin_out_strength,origin_betweenness_centrality,origin_pagerank,origin_country_name,origin_continent,origin_un_region,origin_income_group,origin_louvain_community,origin_leiden_community,origin_gn_community,origin_dominant_region,origin_community_label,origin_boundary_score,origin_is_boundary_node,origin_gdp_per_capita,origin_population,origin_unemployment,origin_conflict_intensity,origin_education_index,origin_climate_vulnerability,origin_visa_openness_index,dest_in_degree_centrality,dest_out_degree_centrality,dest_in_strength,dest_out_strength,dest_betweenness_centrality,dest_pagerank,dest_country_name,dest_continent,dest_un_region,dest_income_group,dest_louvain_community,dest_leiden_community,dest_gn_community,dest_dominant_region,dest_community_label,dest_boundary_score,dest_is_boundary_node,dest_gdp_per_capita,dest_population,dest_unemployment,dest_conflict_intensity,dest_education_index,dest_climate_vulnerability,dest_visa_openness_index,log_weight,same_continent,same_income_group,same_community
MAR,BEL,1990,36966.0,0.0775862068965517,0.2327586206896551,20714.0,587447.0,0.0,0.0011640289690169,Morocco,Africa,Northern Africa,Lower middle income,0,1,2,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,1229.07104492188,24375551.0,13.502,0.0,2.11,0.44,21.6,0.3534482758620689,0.3017241379310345,447695.0,176027.0,0.0061084676817435,0.0090706577983491,Belgium,Europe,Western Europe,High income,0,1,2,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,20600.3752789827,9967379.0,6.984,0.0,9.406848637,0.3597,91.4,10.517780901762247,0,0,1
COD,COG,1990,36580.0,0.0301724137931034,0.1982758620689655,343785.0,197029.0,0.0160428795342588,0.0019536294557205,DR Congo,Africa,Sub-Saharan Africa,Low income,4,3,16,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,254.872656292509,36684063.0,3.272,2.0,3.516495009,0.5595,15.0,0.0862068965517241,0.1293103448275862,61442.0,30654.0,0.0,0.0016754157201386,Congo,Africa,Sub-Saharan Africa,Lower middle income,1,4,17,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,1.0,True,1175.66709098428,2380560.0,19.911,0.0,5.860829425,0.5582,19.4,10.507284258914009,1,0,0
TUR,AUT,1990,36284.0,0.1896551724137931,0.3189655172413793,561682.0,845437.0,0.0097822436184505,0.00576314108593,Turkey,Asia,Western Asia,Upper middle income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,0.8571428571428571,True,2689.52621921233,56015628.0,8.21,526.0,4.455356985,0.4232,37.4,0.1853448275862069,0.2586206896551724,340058.0,234716.0,0.0047606918943125,0.0037724911842632,Austria,Europe,Western Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,21596.068219998,7677850.0,3.42,0.0,10.20033055,0.3088,90.0,10.499159711712238,0,0,1
PHL,JPN,1990,35591.0,0.0387931034482758,0.3620689655172414,43217.0,1229596.0,0.012782131661442,0.0019116202823282,Philippines,Asia,South-Eastern Asia,Lower middle income,4,3,2,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,0.8571428571428571,True,803.572588255813,62854666.0,3.727,1316.0,7.178850174,0.5037,23.8,0.2543103448275862,0.3620689655172414,522215.0,393835.0,0.0003478131064337,0.004795523916194,Japan,Asia,Eastern Asia,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.5714285714285714,True,26344.7273187725,123478000.0,2.059,0.0,11.6402998,0.3709,92.2,10.479876172485877,1,0,0
HKG,CHN,1990,35253.0,0.125,0.1163793103448275,965196.0,261448.0,0.009695290341842,0.005474919726989,Hong Kong,Asia,Eastern Asia,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,13485.6314525052,5704500.0,1.8,0.0,8.675597279,,79.2,0.418103448275862,0.5862068965517241,187067.0,1890424.0,0.0924530713539334,0.0056111021276406,China,Asia,Eastern Asia,Upper middle income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.7142857142857143,True,318.50335359039,1135185000.0,2.37,0.0,4.143789768,0.4157,15.0,10.470334276979898,1,0,1
CAN,GBR,1990,35176.0,0.5517241379310345,0.4827586206896551,2160237.0,631436.0,0.0275424503657262,0.0482745571360445,Canada,Americas,Northern America,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,21525.8611387148,27691138.0,10.316,0.0,10.74998669,0.2881,90.0,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,10.468147738930524,0,1,1
HRV,DEU,1990,35119.0,0.168103448275862,0.1551724137931034,226078.0,451026.0,0.0048911218092252,0.002053177836657,Croatia,Europe,Eastern Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,5369.10978590681,4777368.0,11.14,0.0,6.569557049,0.3886,60.5,0.1120689655172413,0.5258620689655172,2380955.0,2212649.0,0.3169446932377967,0.0197098294352969,Germany,Europe,Western Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,22385.6778250275,79433029.0,5.316,0.0,10.3637846,0.3107,92.9,10.466526047749053,1,1,1
HKG,GBR,1990,35037.0,0.125,0.1163793103448275,965196.0,261448.0,0.009695290341842,0.005474919726989,Hong Kong,Asia,Eastern Asia,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,13485.6314525052,5704500.0,1.8,0.0,8.675597279,,79.2,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,10.464188465795766,0,1,1
CZE,AUT,1990,34726.0,0.0517241379310344,0.1810344827586207,188877.0,303973.0,0.0092605239587998,0.0015144589464067,Czechia,Europe,Eastern Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,3969.36733543794,10333355.0,2.27,0.0,9.10276631,0.2716,70.6,0.1853448275862069,0.2586206896551724,340058.0,234716.0,0.0047606918943125,0.0037724911842632,Austria,Europe,Western Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,21596.068219998,7677850.0,3.42,0.0,10.20033055,0.3088,90.0,10.455272761356362,1,1,1
USA,DEU,1990,34650.0,0.2543103448275862,0.6810344827586207,10485984.0,870689.0,0.5535445588893865,0.1258515239144536,United States,Americas,Northern America,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.5714285714285714,True,23888.6000088133,249623000.0,6.8,0.0,12.98377037,0.3172,93.6,0.1120689655172413,0.5258620689655172,2380955.0,2212649.0,0.3169446932377967,0.0197098294352969,Germany,Europe,Western Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,22385.6778250275,79433029.0,5.316,0.0,10.3637846,0.3107,92.9,10.453081864230466,0,1,0
GBR,ESP,1990,34391.0,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,0.1767241379310344,0.3534482758620689,395387.0,708742.0,0.0835620988207195,0.0104688014150039,Spain,Europe,Southern Europe,High income,0,1,2,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,13795.0159385128,38867322.0,15.929,0.0,5.879199312,0.3114,91.4,10.445579258176117,1,1,0
AUT,CHE,1990,34380.0,0.1853448275862069,0.2586206896551724,340058.0,234716.0,0.0047606918943125,0.0037724911842632,Austria,Europe,Western Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,21596.068219998,7677850.0,3.42,0.0,10.20033055,0.3088,90.0,0.1939655172413793,0.3146551724137931,614022.0,208222.0,0.0043041871921182,0.009757074676746,Switzerland,Europe,Western Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,40170.8696758305,6715519.0,1.818,0.0,10.53357283,0.2943,91.4,10.445259365192133,1,1,1
CHN,MMR,1990,34336.0,0.418103448275862,0.5862068965517241,187067.0,1890424.0,0.0924530713539334,0.0056111021276406,China,Asia,Eastern Asia,Upper middle income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.7142857142857143,True,318.50335359039,1135185000.0,2.37,0.0,4.143789768,0.4157,15.0,0.0172413793103448,0.1077586206896551,54732.0,262396.0,0.0002173831915211,0.0008374214181607,Myanmar,Asia,South-Eastern Asia,Lower middle income,2,6,2,South Asia,Cluster 2: South Asia,0.8571428571428571,True,53.1225401094506,39817251.0,0.828,555.0,2.220867026,0.542,15.0,10.44397876895787,1,0,0
BLR,LVA,1990,34334.0,0.2241379310344827,0.1422413793103448,676895.0,959003.0,0.0,0.0025505049596608,Belarus,Europe,Eastern Europe,Upper middle income,5,5,2,Central Asia & Western Asia,Cluster 5: Central Asia & Western Asia,0.5714285714285714,True,1706.64091882343,10189348.0,0.6,0.0,9.956694897,0.3686,23.0,0.4094827586206896,0.1422413793103448,355207.0,95682.0,0.0,0.0015971248635307,Latvia,Europe,Northern Europe,High income,5,5,2,Central Asia & Western Asia,Cluster 5: Central Asia & Western Asia,0.5714285714285714,True,2256.77360387054,2663151.0,2.7,0.0,9.157942743,0.3951,65.5,10.443920521054777,1,0,1
CHN,RUS,1990,34329.0,0.418103448275862,0.5862068965517241,187067.0,1890424.0,0.0924530713539334,0.0056111021276406,China,Asia,Eastern Asia,Upper middle income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.7142857142857143,True,318.50335359039,1135185000.0,2.37,0.0,4.143789768,0.4157,15.0,0.1810344827586207,0.4008620689655172,5840598.0,7110543.0,0.1507987199582027,0.0195411458645573,Russia,Europe,Eastern Europe,Upper middle income,5,5,2,Central Asia & Western Asia,Cluster 5: Central Asia & Western Asia,0.5714285714285714,True,3494.06323242188,147969406.0,5.11,192.0,9.652386365,0.3503,25.2,10.443774886451738,0,1,0
SEN,GMB,1990,34269.0,0.0905172413793103,0.2068965517241379,112018.0,132929.0,0.0670409762651142,0.0047960609298625,Senegal,Africa,Sub-Saharan Africa,Lower middle income,6,4,43,Sub-Saharan Africa,Cluster 6: Sub-Saharan Africa,0.8571428571428571,True,957.314337438177,7720523.0,2.861,58.0,1.997784188,0.5501,26.6,0.0301724137931034,0.0775862068965517,50543.0,6713.0,0.0,0.0020770702950992,Gambia,Africa,Sub-Saharan Africa,Low income,6,4,72,Sub-Saharan Africa,Cluster 6: Sub-Saharan Africa,0.8571428571428571,True,300.639895740381,1054696.0,9.778,0.0,1.395152942,0.5627,38.2,10.442025614868655,1,0,1
MDA,ROU,1990,34227.0,0.1336206896551724,0.1508620689655172,296925.0,339888.0,0.0085648977459322,0.0014639880674792,Moldova,Europe,Eastern Europe,Lower middle income,5,5,2,Central Asia & Western Asia,Cluster 5: Central Asia & Western Asia,0.5714285714285714,True,1206.50208704977,2977912.0,1.9,0.0,9.123799733,0.4391,15.0,0.1034482758620689,0.2672413793103448,73588.0,522868.0,0.0042824488729661,0.0010534690672578,Romania,Europe,Eastern Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,1648.48522974542,23201835.0,8.23,0.0,8.498106819,0.4429,52.6,10.440799301537945,1,0,0
GBR,FRA,1990,34140.0,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,0.2241379310344827,0.5689655172413793,2703486.0,766011.0,0.251947118972981,0.0290799127959436,France,Europe,Western Europe,High income,0,1,2,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,21586.4674617483,58261012.0,9.134,0.0,7.552529812,0.3102,92.2,10.438254287073526,1,1,0
TGO,GHA,1990,34105.0,0.1293103448275862,0.0991379310344827,34517.0,93984.0,0.0,0.001247985722903,Togo,Africa,Sub-Saharan Africa,Low income,6,4,99,Sub-Saharan Africa,Cluster 6: Sub-Saharan Africa,1.0,True,619.184841877398,3714021.0,4.057,0.0,2.318533345,0.5412,25.2,0.1853448275862069,0.1982758620689655,75762.0,183129.0,0.0098257202567547,0.0017350090864394,Ghana,Africa,Sub-Saharan Africa,Lower middle income,6,4,15,Sub-Saharan Africa,Cluster 6: Sub-Saharan Africa,1.0,True,382.54246368354,15394648.0,3.489,1.0,5.506158276,0.4942,32.4,10.43722860087286,1,0,1
GUY,CAN,1990,34093.0,0.0689655172413793,0.1594827586206896,1703.0,115269.0,4.3476638304224514e-05,0.0007209395234492,Guyana,Americas,Latin America,Upper middle income,0,1,8,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,528.851095342994,749894.0,12.092,0.0,5.273218506,0.4866,38.2,0.5517241379310345,0.4827586206896551,2160237.0,631436.0,0.0275424503657262,0.0482745571360445,Canada,Americas,Northern America,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,21525.8611387148,27691138.0,10.316,0.0,10.74998669,0.2881,90.0,10.43687669471087,1,0,0
ZAF,GBR,1990,34018.0,0.5129310344827586,0.2887931034482758,313797.0,149930.0,0.05073723690103,0.0113431225931652,South Africa,Africa,Sub-Saharan Africa,Upper middle income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,1.0,True,3093.48920352334,40746268.0,23.137,0.0,6.514614789,0.4303,46.8,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,10.434674471043987,0,0,1
PAK,USA,1990,33927.0,0.0344827586206896,0.3275862068965517,2941941.0,1189760.0,0.0111082810867293,0.0077351419092701,Pakistan,Asia,South Asia,Lower middle income,2,6,2,South Asia,Cluster 2: South Asia,1.0,True,344.45547384189,116155576.0,0.596,98.0,2.291861259,0.559,15.0,0.2543103448275862,0.6810344827586207,10485984.0,870689.0,0.5535445588893865,0.1258515239144536,United States,Americas,Northern America,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.5714285714285714,True,23888.6000088133,249623000.0,6.8,0.0,12.98377037,0.3172,93.6,10.431995911154427,0,0,0
MDG,FRA,1990,33770.0,0.0172413793103448,0.0905172413793103,7738.0,43134.0,0.0086301127033885,0.0010265501319902,Madagascar,Africa,Sub-Saharan Africa,Low income,0,1,81,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,326.099253221978,12055639.0,6.169,2.0,3.902890818,0.5637,18.0,0.2241379310344827,0.5689655172413793,2703486.0,766011.0,0.251947118972981,0.0290799127959436,France,Europe,Western Europe,High income,0,1,2,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,21586.4674617483,58261012.0,9.134,0.0,7.552529812,0.3102,92.2,10.427357725022913,0,0,1
RWA,TZA,1990,33591.0,0.021551724137931,0.1077586206896551,68886.0,291336.0,0.0045215703836393,0.0017044632017504,Rwanda,Africa,Sub-Saharan Africa,Low income,4,0,20,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,345.773495139137,7375307.0,12.335,1126.0,1.902254862,0.6146,16.6,0.1163793103448275,0.146551724137931,288452.0,92002.0,0.0359334415584415,0.0037098876367544,Tanzania,Africa,Sub-Saharan Africa,Lower middle income,1,0,101,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,1.0,True,243.611557006836,26110207.0,3.6,0.0,3.329101206,0.557,29.5,10.42204322236403,1,0,0
BIH,SVN,1990,33513.0,0.0560344827586206,0.1206896551724137,28628.0,576745.0,0.0,0.0009284171650947,Bosnia and Herzegovina,Europe,Eastern Europe,Upper middle income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,1742.88262171767,4448652.0,17.55,0.0,6.119783684,0.4026,18.0,0.3017241379310345,0.1120689655172413,86779.0,68171.0,0.0,0.0013256169549342,Slovenia,Europe,Eastern Europe,High income,3,2,44,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,9925.14071044684,1998161.0,7.08,0.0,7.189289993,0.3537,75.6,10.41971854096067,1,0,1
LKA,ARE,1990,33077.0,0.1336206896551724,0.2025862068965517,17430.0,430804.0,0.0043041871921182,0.0007635602385627,Sri Lanka,Asia,South Asia,Lower middle income,2,6,2,South Asia,Cluster 2: South Asia,0.8571428571428571,True,491.213686238493,16352458.0,14.661,3622.0,8.174521818,0.4895,15.8,0.1422413793103448,0.1120689655172413,373470.0,28667.0,0.0042389722346618,0.0038701167238326,United Arab Emirates,Asia,Western Asia,High income,4,3,2,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,26709.9567949611,1898220.0,1.629,0.0,5.759906188,0.4144,25.2,10.406623687817738,1,0,0
GHA,NGA,1990,33066.0,0.1853448275862069,0.1982758620689655,75762.0,183129.0,0.0098257202567547,0.0017350090864394,Ghana,Africa,Sub-Saharan Africa,Lower middle income,6,4,15,Sub-Saharan Africa,Cluster 6: Sub-Saharan Africa,1.0,True,382.54246368354,15394648.0,3.489,1.0,5.506158276,0.4942,32.4,0.0387931034482758,0.3146551724137931,131499.0,177539.0,0.0072388602776533,0.0022773438733768,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,6,4,35,Sub-Saharan Africa,Cluster 6: Sub-Saharan Africa,1.0,True,556.376449130902,97120925.0,3.831,0.0,5.141990089,0.5374,25.2,10.406291085199207,1,1,1
POL,AUS,1990,32917.0,0.2629310344827586,0.3189655172413793,619458.0,1289207.0,0.0453678720704582,0.0042019914622107,Poland,Europe,Eastern Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,1731.2095094382,38110782.0,13.621,0.0,9.670923882,0.3136,76.3,0.8318965517241379,0.3922413793103448,1869330.0,129528.0,0.1000832213763248,0.0489409425328164,Australia,Oceania,Australia/NZ,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,0.7142857142857143,True,18273.561526468,17065128.0,9.586,0.0,11.22770758,0.325,86.4,10.401774899604014,0,1,1
MKD,SRB,1990,32575.0,0.0818965517241379,0.1293103448275862,54591.0,202461.0,0.0,0.0013661002023936,North Macedonia,Europe,Eastern Europe,Upper middle income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,0.8571428571428571,True,2277.30372314314,2063689.0,24.5,0.0,4.605396198,0.3862,15.0,0.168103448275862,0.1422413793103448,554815.0,187152.0,0.0171515338110165,0.0039090435853063,Serbia,Europe,Eastern Europe,Upper middle income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,2349.40645150289,7897937.0,13.371,0.0,6.295356316,0.4204,23.0,10.391331099910195,1,1,1
IDN,BGD,1990,32488.0,0.0689655172413793,0.2629310344827586,35869.0,696676.0,0.0092605239587998,0.002940604436228,Indonesia,Asia,South-Eastern Asia,Upper middle income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,0.7142857142857143,True,578.420121135382,183501098.0,2.617,72.0,3.219540119,0.5024,20.9,0.0732758620689655,0.2241379310344827,356914.0,2095726.0,0.0617585647111509,0.0039086936499799,Bangladesh,Asia,South Asia,Lower middle income,2,6,2,South Asia,Cluster 2: South Asia,0.8571428571428571,True,283.053737055234,111633717.0,2.2,45.0,3.294752292,0.5872,20.2,10.388656849488333,1,0,0
FRA,GBR,1990,32249.0,0.2241379310344827,0.5689655172413793,2703486.0,766011.0,0.251947118972981,0.0290799127959436,France,Europe,Western Europe,High income,0,1,2,Latin America & Sub-Saharan Africa,Cluster 0: Latin America & Sub-Saharan Africa,0.8571428571428571,True,21586.4674617483,58261012.0,9.134,0.0,7.552529812,0.3102,92.2,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,10.381273322223919,1,1,0
LKA,KWT,1990,32149.0,0.1336206896551724,0.2025862068965517,17430.0,430804.0,0.0043041871921182,0.0007635602385627,Sri Lanka,Asia,South Asia,Lower middle income,2,6,2,South Asia,Cluster 2: South Asia,0.8571428571428571,True,491.213686238493,16352458.0,14.661,3622.0,8.174521818,0.4895,15.8,0.1379310344827586,0.1163793103448275,395460.0,28090.0,0.0,0.004067133021689,Kuwait,Asia,Western Asia,High income,4,3,2,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,10937.5415268808,1684819.0,0.884,1058.0,5.641944529,0.396,28.1,10.378167729665766,1,0,0
COD,RWA,1990,31829.0,0.0301724137931034,0.1982758620689655,343785.0,197029.0,0.0160428795342588,0.0019536294557205,DR Congo,Africa,Sub-Saharan Africa,Low income,4,3,16,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,254.872656292509,36684063.0,3.272,2.0,3.516495009,0.5595,15.0,0.021551724137931,0.1077586206896551,68886.0,291336.0,0.0045215703836393,0.0017044632017504,Rwanda,Africa,Sub-Saharan Africa,Low income,4,0,20,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,345.773495139137,7375307.0,12.335,1126.0,1.902254862,0.6146,16.6,10.368164520276139,1,1,1
EST,RUS,1990,31800.0,0.1163793103448275,0.125,210008.0,56509.0,0.0,0.0012171800420314,Estonia,Europe,Northern Europe,High income,5,5,2,Central Asia & Western Asia,Cluster 5: Central Asia & Western Asia,0.5714285714285714,True,3134.38975345407,1569174.0,1.468,0.0,9.655532811,0.3343,65.5,0.1810344827586207,0.4008620689655172,5840598.0,7110543.0,0.1507987199582027,0.0195411458645573,Russia,Europe,Eastern Europe,Upper middle income,5,5,2,Central Asia & Western Asia,Cluster 5: Central Asia & Western Asia,0.5714285714285714,True,3494.06323242188,147969406.0,5.11,192.0,9.652386365,0.3503,25.2,10.367253014814716,1,0,1
NOR,SWE,1990,31568.0,0.6853448275862069,0.168103448275862,91499.0,50515.0,0.0,0.0054251720196785,Norway,Europe,Northern Europe,High income,3,2,41,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,28137.4837293741,4241473.0,5.407,0.0,11.17730999,0.262,91.4,0.2370689655172413,0.2629310344827586,392427.0,61968.0,0.009304000597104,0.0096455113223396,Sweden,Europe,Northern Europe,High income,3,2,32,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,30549.3185706762,8558835.0,3.243,0.0,9.553979874,0.3161,92.9,10.359930905408921,1,1,1
POL,GBR,1990,31517.0,0.2629310344827586,0.3189655172413793,619458.0,1289207.0,0.0453678720704582,0.0042019914622107,Poland,Europe,Eastern Europe,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,1.0,True,1731.2095094382,38110782.0,13.621,0.0,9.670923882,0.3136,76.3,0.1379310344827586,0.5905172413793104,1507261.0,2017950.0,0.3448784333482609,0.0393794016492256,United Kingdom,Europe,Northern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,19095.4669984608,57247586.0,8.55,44.0,9.635440148,0.2742,92.2,10.358314090182017,1,1,0
ERI,SDN,1990,31481.0,0.0905172413793103,0.0948275862068965,5107.0,74806.0,0.0,0.0006790777093638,Eritrea,Africa,Sub-Saharan Africa,Low income,1,0,34,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,285.402184008331,2032737.0,5.129,0.0,4.710979562,0.5974,15.0,0.0560344827586206,0.1594827586206896,690339.0,175906.0,0.0364551612180922,0.0052809076891364,Sudan,Africa,Sub-Saharan Africa,Low income,4,3,2,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,1.0,True,1257.1875,22021481.0,15.619,4335.0,1.5,0.6256,15.0,10.357171232914768,1,1,0
LBN,AUS,1990,31219.0,0.0301724137931034,0.3060344827586206,171519.0,174946.0,0.0300858337065233,0.0026030451294095,Lebanon,Asia,Western Asia,Lower middle income,4,3,2,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,0.8571428571428571,True,789.526338484738,3595175.0,8.594,700.0,7.967203308,0.4518,15.0,0.8318965517241379,0.3922413793103448,1869330.0,129528.0,0.1000832213763248,0.0489409425328164,Australia,Oceania,Australia/NZ,High income,3,2,2,Pan-Europe,Cluster 3: Pan-Europe,0.7142857142857143,True,18273.561526468,17065128.0,9.586,0.0,11.22770758,0.325,86.4,10.348814194069423,0,0,0
ITA,BRA,1990,31203.0,0.6120689655172413,0.4353448275862069,857580.0,1593226.0,0.0834316689058068,0.0270430218911128,Italy,Europe,Southern Europe,High income,1,0,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.8571428571428571,True,20873.7834092719,56719240.0,10.097,0.0,7.439056506,0.3439,92.2,0.4267241379310345,0.3232758620689655,362802.0,230327.0,0.0233904314076727,0.0065904326466613,Brazil,Americas,Latin America,Upper middle income,1,1,2,Latin America & Sub-Saharan Africa,Cluster 1: Latin America & Sub-Saharan Africa,0.7142857142857143,True,2581.14187449078,149143223.0,6.887,0.0,3.685384501,0.4153,71.3,10.348301570708204,0,0,1
SYR,SAU,1990,31089.0,0.0129310344827586,0.2887931034482758,121486.0,124278.0,0.0,0.0024481970216436,Syria,Asia,Western Asia,Low income,4,3,37,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,0.7142857142857143,True,978.489616979607,12579208.0,6.75,0.0,3.780265279,0.4587,15.0,0.0818965517241379,0.168103448275862,1070682.0,32397.0,0.0001521682340647,0.0083332288044317,Saudi Arabia,Asia,Western Asia,High income,4,3,2,Sub-Saharan Africa & Western Asia,Cluster 4: Sub-Saharan Africa & Western Asia,0.8571428571428571,True,11054.7495049666,10640691.0,7.316,0.0,5.574122405,0.4443,22.3,10.344641503052799,1,0,1
