origin_iso3,dest_iso3,year,weight,origin_in_degree_centrality,origin_out_degree_centrality,origin_in_strength,origin_out_strength,origin_betweenness_centrality,origin_pagerank,origin_country_name,origin_continent,origin_un_region,origin_income_group,origin_louvain_community,origin_leiden_community,origin_gn_community,origin_dominant_region,origin_community_label,origin_boundary_score,origin_is_boundary_node,origin_gdp_per_capita,origin_population,origin_unemployment,origin_conflict_intensity,origin_education_index,origin_climate_vulnerability,origin_visa_openness_index,dest_in_degree_centrality,dest_out_degree_centrality,dest_in_strength,dest_out_strength,dest_betweenness_centrality,dest_pagerank,dest_country_name,dest_continent,dest_un_region,dest_income_group,dest_louvain_community,dest_leiden_community,dest_gn_community,dest_dominant_region,dest_community_label,dest_boundary_score,dest_is_boundary_node,dest_gdp_per_capita,dest_population,dest_unemployment,dest_conflict_intensity,dest_education_index,dest_climate_vulnerability,dest_visa_openness_index,log_weight,same_continent,same_income_group,same_community
UGA,KEN,2005,147181.0,0.0560344827586206,0.1379310344827586,287218.0,236900.0,0.0521502276459173,0.0028616667495519,Uganda,Africa,Sub-Saharan Africa,Low income,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,330.405402707025,27963289.0,1.9,695.0,4.623754978,0.579389217977661,37.4,0.0560344827586206,0.1767241379310344,343807.0,174155.0,0.031759684281236,0.0031624312987952,Kenya,Africa,Sub-Saharan Africa,Lower middle income,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,523.456312433863,35796484.0,2.739,0.0,6.0088834,0.519940367455903,44.2,11.899425195191089,1,0,1
ITA,CAN,2005,145771.0,0.6120689655172413,0.4525862068965517,1735735.0,1288941.0,0.0312597029407374,0.0253542056888772,Italy,Europe,Southern Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,32062.723833669,58166682.0,7.73,0.0,9.271820068,0.345366321508079,122.9,0.5560344827586207,0.4913793103448275,3117018.0,685564.0,0.0534980034333482,0.0459061033393006,Canada,Americas,Northern America,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,36383.9671341396,32242732.0,6.758,0.0,13.18605785,0.285686920672616,120.0,11.889799036218157,0,1,0
IRN,USA,2005,145331.0,0.0301724137931034,0.2801724137931034,1142153.0,403917.0,0.0,0.001134189634069,Iran,Asia,Western Asia,Lower middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,1.0,True,3132.0508192007,71828455.0,11.813,28.0,9.559744316,0.370460259024065,15.0,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,11.886776059309051,0,0,0
PHL,JPN,2005,144363.0,0.0387931034482758,0.3879310344827586,40582.0,2294899.0,0.0084344678310195,0.0021173291576567,Philippines,Asia,South-Eastern Asia,Lower middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,0.8571428571428571,True,1220.46018559867,88015962.0,3.795,470.0,8.65989995,0.48444398784707,31.7,0.2543103448275862,0.3663793103448275,1052742.0,480141.0,0.0136516644275264,0.0066957152198844,Japan,Asia,Eastern Asia,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,38158.6758263963,127773000.0,4.446,0.0,12.30749965,0.367570601102053,122.9,11.880093166879362,1,0,0
GBR,IRL,2005,142400.0,0.1508620689655172,0.603448275862069,2314277.0,2135347.0,0.3907462867592178,0.0486365649399285,United Kingdom,Europe,Northern Europe,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,42240.2462987547,60401206.0,4.884,0.0,11.96834514,0.274699996375347,122.9,0.1120689655172413,0.25,256304.0,416319.0,0.0,0.0071322992385794,Ireland,Europe,Northern Europe,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,50933.0216095589,4159914.0,4.237,0.0,10.83473599,0.330640159766523,123.8,11.866402300407264,1,1,1
USA,CAN,2005,141278.0,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,0.5560344827586207,0.4913793103448275,3117018.0,685564.0,0.0534980034333482,0.0459061033393006,Canada,Americas,Northern America,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,36383.9671341396,32242732.0,6.758,0.0,13.18605785,0.285686920672616,120.0,11.858491937670042,1,1,0
DEU,TUR,2005,139130.0,0.1163793103448275,0.5258620689655172,3689738.0,2227689.0,0.2773157374234961,0.0232511876911118,Germany,Europe,Western Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,35084.4363546269,82469422.0,11.193,0.0,13.70372963,0.307765033328912,123.8,0.1896551724137931,0.3362068965517241,669109.0,1232141.0,0.0056954396178534,0.0067933974731964,Turkey,Asia,Western Asia,Upper middle income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,7331.85429430255,69329557.0,10.636,293.0,5.973519802,0.395049414090685,49.9,11.843171214332553,0,0,1
ITA,DEU,2005,138642.0,0.6120689655172413,0.4525862068965517,1735735.0,1288941.0,0.0312597029407374,0.0253542056888772,Italy,Europe,Southern Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,32062.723833669,58166682.0,7.73,0.0,9.271820068,0.345366321508079,122.9,0.1163793103448275,0.5258620689655172,3689738.0,2227689.0,0.2773157374234961,0.0232511876911118,Germany,Europe,Western Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,35084.4363546269,82469422.0,11.193,0.0,13.70372963,0.307765033328912,123.8,11.83965756293206,1,1,1
RUS,TJK,2005,137686.0,0.1810344827586207,0.418103448275862,5846190.0,5055674.0,0.1455163084042394,0.0148971742306036,Russia,Europe,Eastern Europe,Upper middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,5323.455078125,143518814.0,7.124,682.0,12.24051988,0.333558279335486,33.6,0.1508620689655172,0.125,158884.0,251159.0,0.0027390282131661,0.0011098948257408,Tajikistan,Asia,Central Asia,Low income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,333.927150941684,6924720.0,3.45,0.0,10.98564945,0.408861664112762,25.9,11.832738272126393,0,0,1
NIC,CRI,2005,136889.0,0.2284482758620689,0.146551724137931,16285.0,285012.0,4.3476638304224514e-05,0.0014747187232429,Nicaragua,Americas,Latin America,Lower middle income,6,3,10,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,1183.30214010175,5342105.0,5.37,0.0,5.46,0.471298209210827,72.0,0.5775862068965517,0.1336206896551724,161430.0,15974.0,0.004260710553814,0.002150283804868,Costa Rica,Americas,Latin America,Upper middle income,6,3,29,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,4703.00720463794,4261240.0,6.749,0.0,7.825407987,0.408830338100747,91.2,11.826932962589558,1,0,1
BOL,ARG,2005,136635.0,0.6508620689655172,0.1422413793103448,50752.0,235003.0,0.0,0.0018754522053999,Bolivia,Americas,Latin America,Lower middle income,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa,0.8571428571428571,True,1020.12326200737,9360754.0,2.598,0.0,6.966806126,0.478447654452833,79.7,0.3103448275862069,0.2672413793103448,867601.0,407086.0,0.0369551425585908,0.0108841984259797,Argentina,Americas,Latin America,Upper middle income,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa,0.8571428571428571,True,5067.65342293276,39216789.0,11.506,0.0,10.0989666,0.402375656409618,97.0,11.825075734589221,1,0,1
AGO,COD,2005,136073.0,0.0560344827586206,0.1508620689655172,25972.0,334567.0,0.0002608598298253,0.0009593083530461,Angola,Africa,Sub-Saharan Africa,Lower middle income,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,2145.88621098663,19291161.0,16.295,1.0,3.626606075,0.495287853486178,18.2,0.0301724137931034,0.2155172413793103,254191.0,512906.0,0.0151733467681743,0.0019859498782239,DR Congo,Africa,Sub-Saharan Africa,Low income,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,214.539740473519,58775724.0,2.948,34.0,5.438845614,0.564748968644645,15.0,11.820954134386916,1,0,1
SDN,TCD,2005,135259.0,0.0603448275862068,0.1939655172413793,250304.0,462430.0,0.0754537057769816,0.0026612149765147,Sudan,Africa,Sub-Saharan Africa,Low income,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,905.543640136719,31262444.0,15.545,161.0,2.93,0.61048938727574,16.3,0.043103448275862,0.1163793103448275,187426.0,93058.0,0.0099561501716674,0.002158871754238,Chad,Africa,Sub-Saharan Africa,Low income,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,838.092107712557,10328092.0,0.663,100.0,1.539813972,0.651673787860327,15.0,11.81495413112893,1,1,1
SDN,UGA,2005,132884.0,0.0603448275862068,0.1939655172413793,250304.0,462430.0,0.0754537057769816,0.0026612149765147,Sudan,Africa,Sub-Saharan Africa,Low income,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,905.543640136719,31262444.0,15.545,161.0,2.93,0.61048938727574,16.3,0.0560344827586206,0.1379310344827586,287218.0,236900.0,0.0521502276459173,0.0028616667495519,Uganda,Africa,Sub-Saharan Africa,Low income,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa,1.0,True,330.405402707025,27963289.0,1.9,695.0,4.623754978,0.579389217977661,37.4,11.797239371514243,1,1,1
GUY,USA,2005,132157.0,0.0689655172413793,0.1637931034482758,4602.0,204518.0,0.0043041871921182,0.0007686910841501,Guyana,Americas,Latin America,Upper middle income,2,3,8,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,1084.06541388904,760914.0,11.085,0.0,6.552184666,0.488094347887306,50.9,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,11.791753455468385,1,0,0
PSE,SAU,2005,131920.0,0.0603448275862068,0.1896551724137931,138591.0,1490668.0,0.1221476153157187,0.0097039102327182,Palestine,Asia,Western Asia,Lower middle income,7,1,2,Western Asia,Cluster 7: Western Asia,0.8571428571428571,True,1543.70141392774,3320396.0,20.016,0.0,7.631455183,,15.0,0.0818965517241379,0.1810344827586207,1607963.0,42672.0,0.0,0.0069207064619462,Saudi Arabia,Asia,Western Asia,High income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,0.8571428571428571,True,15975.7473782258,20559890.0,6.051,0.0,7.761379878,0.436122574407472,29.8,11.789958537556478,1,0,0
MDA,RUS,2005,130920.0,0.1336206896551724,0.1767241379310344,103891.0,325092.0,0.0043041871921182,0.0009019441825042,Moldova,Europe,Eastern Europe,Lower middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,1034.39197746993,2888985.0,5.633,0.0,10.79292502,0.419031176180265,15.0,0.1810344827586207,0.418103448275862,5846190.0,5055674.0,0.1455163084042394,0.0148971742306036,Russia,Europe,Eastern Europe,Upper middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,5323.455078125,143518814.0,7.124,682.0,12.24051988,0.333558279335486,33.6,11.782349366838313,1,0,1
BRA,JPN,2005,130147.0,0.4482758620689655,0.3275862068965517,292842.0,627745.0,0.0223252537692192,0.0053053514441035,Brazil,Americas,Latin America,Upper middle income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.7142857142857143,True,4827.78173074714,184688101.0,10.551,0.0,6.150349855,0.385046386841539,95.0,0.2543103448275862,0.3663793103448275,1052742.0,480141.0,0.0136516644275264,0.0066957152198844,Japan,Asia,Eastern Asia,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,38158.6758263963,127773000.0,4.446,0.0,12.30749965,0.367570601102053,122.9,11.776427543420276,0,0,1
DEU,FRA,2005,129588.0,0.1163793103448275,0.5258620689655172,3689738.0,2227689.0,0.2773157374234961,0.0232511876911118,Germany,Europe,Western Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,35084.4363546269,82469422.0,11.193,0.0,13.70372963,0.307765033328912,123.8,0.2284482758620689,0.5732758620689655,3218363.0,972649.0,0.2692290826989103,0.0323510886385339,France,Europe,Western Europe,High income,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa,0.8571428571428571,True,34696.3718316971,63180854.0,8.882,0.0,10.31739044,0.307594723249661,122.9,11.772123182754884,1,1,0
CHN,MAC,2005,128804.0,0.418103448275862,0.6077586206896551,319349.0,3684471.0,0.136538382594417,0.0073894742389218,China,Asia,Eastern Asia,Upper middle income,2,3,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.7142857142857143,True,1777.64496828464,1303720000.0,4.52,0.0,6.327514887,0.406391542814289,17.3,0.021551724137931,0.0344827586206896,141297.0,47733.0,0.0,0.0009642955855955,Macao,Asia,Eastern Asia,High income,2,4,67,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,25681.2167315221,473500.0,4.158,0.0,,,68.2,11.766054911774695,1,0,1
KAZ,UKR,2005,127843.0,0.1206896551724137,0.1810344827586207,975755.0,1935548.0,0.0079997014479773,0.0034410955997185,Kazakhstan,Asia,Central Asia,Upper middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,3577.35804001782,15968117.0,8.13,0.0,11.02071476,0.331052803678764,26.9,0.1293103448275862,0.3232758620689655,2677951.0,2966887.0,0.0339987311539035,0.0075288388713775,Ukraine,Europe,Eastern Europe,Lower middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,1875.33508300781,47585556.0,7.18,0.0,11.32628118,0.400856568476572,30.7,11.758566049621997,0,0,1
UKR,DEU,2005,125410.0,0.1293103448275862,0.3232758620689655,2677951.0,2966887.0,0.0339987311539035,0.0075288388713775,Ukraine,Europe,Eastern Europe,Lower middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,1875.33508300781,47585556.0,7.18,0.0,11.32628118,0.400856568476572,30.7,0.1163793103448275,0.5258620689655172,3689738.0,2227689.0,0.2773157374234961,0.0232511876911118,Germany,Europe,Western Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,35084.4363546269,82469422.0,11.193,0.0,13.70372963,0.307765033328912,123.8,11.73935162263209,1,0,0
RUS,LVA,2005,124009.0,0.1810344827586207,0.418103448275862,5846190.0,5055674.0,0.1455163084042394,0.0148971742306036,Russia,Europe,Eastern Europe,Upper middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,5323.455078125,143518814.0,7.124,682.0,12.24051988,0.333558279335486,33.6,0.3706896551724138,0.1551724137931034,221980.0,98631.0,0.0,0.0013430949845733,Latvia,Europe,Northern Europe,High income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,7283.78738127622,2238799.0,10.033,0.0,12.2501297,0.37609291378253,87.4,11.728117486496817,1,0,1
VNM,TWN,2005,123161.0,0.021551724137931,0.25,21815.0,1111291.0,0.0043041871921182,0.0007186138101692,Vietnam,Asia,South-Eastern Asia,Lower middle income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,710.746759994861,81088313.0,2.078,0.0,6.703828515,0.494486885523639,17.3,0.0991379310344827,0.0689655172413793,375442.0,326985.0,0.0008260561277802,0.0017258098755942,Taiwan,Asia,Eastern Asia,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.7142857142857143,True,,,,,,,,11.721255840945235,1,0,1
CHN,AUS,2005,122821.0,0.418103448275862,0.6077586206896551,319349.0,3684471.0,0.136538382594417,0.0073894742389218,China,Asia,Eastern Asia,Upper middle income,2,3,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.7142857142857143,True,1777.64496828464,1303720000.0,4.52,0.0,6.327514887,0.406391542814289,17.3,0.8448275862068966,0.4008620689655172,2458602.0,172340.0,0.1581027951933124,0.0551832418828499,Australia,Oceania,Australia/NZ,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.7142857142857143,True,34535.20727091,20176844.0,5.036,0.0,11.54751968,0.327109606521956,115.2,11.718491431743642,0,0,1
NIC,USA,2005,122494.0,0.2284482758620689,0.146551724137931,16285.0,285012.0,4.3476638304224514e-05,0.0014747187232429,Nicaragua,Americas,Latin America,Lower middle income,6,3,10,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,1183.30214010175,5342105.0,5.37,0.0,5.46,0.471298209210827,72.0,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,11.71582549180738,1,0,1
YEM,SAU,2005,122036.0,0.0344827586206896,0.125,57320.0,196286.0,0.0,0.0007948059527909,Yemen,Asia,Western Asia,Low income,5,4,14,South & South-East Asia,Cluster 5: South & South-East Asia,0.8571428571428571,True,734.159908450927,22790085.0,12.213,0.0,1.86,0.522187020457706,17.3,0.0818965517241379,0.1810344827586207,1607963.0,42672.0,0.0,0.0069207064619462,Saudi Arabia,Asia,Western Asia,High income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,0.8571428571428571,True,15975.7473782258,20559890.0,6.051,0.0,7.761379878,0.436122574407472,29.8,11.712079556424232,1,0,1
LKA,IND,2005,121430.0,0.2112068965517241,0.2241379310344827,17398.0,426772.0,0.0049563367666815,0.0012524702838574,Sri Lanka,Asia,South Asia,Lower middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,0.8571428571428571,True,1207.21994764165,20216524.0,7.67,88.0,10.12732724,0.472220850832846,21.1,0.1724137931034483,0.5258620689655172,2778940.0,3547134.0,0.1111480258247499,0.0102989675497721,India,Asia,South Asia,Lower middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,0.8571428571428571,True,710.488080408949,1154676322.0,7.551,1382.0,4.529458673,0.531487592740426,24.0,11.707101479211188,1,1,1
GBR,NZL,2005,119690.0,0.1508620689655172,0.603448275862069,2314277.0,2135347.0,0.3907462867592178,0.0486365649399285,United Kingdom,Europe,Northern Europe,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,42240.2462987547,60401206.0,4.884,0.0,11.96834514,0.274699996375347,122.9,0.2068965517241379,0.25,420521.0,253175.0,0.0463460964323033,0.0175714619442306,New Zealand,Oceania,Australia/NZ,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.7142857142857143,True,27751.0654708859,4133900.0,3.807,0.0,13.27061615,0.309837055733074,120.0,11.692668700749383,0,1,1
UKR,BLR,2005,119237.0,0.1293103448275862,0.3232758620689655,2677951.0,2966887.0,0.0339987311539035,0.0075288388713775,Ukraine,Europe,Eastern Europe,Lower middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,1875.33508300781,47585556.0,7.18,0.0,11.32628118,0.400856568476572,30.7,0.2370689655172413,0.168103448275862,599896.0,838542.0,0.0,0.0022817912405314,Belarus,Europe,Eastern Europe,Upper middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,3126.07176665248,9663915.0,8.759,0.0,10.82299168,0.360203099936418,30.7,11.68887677475634,1,0,1
BEN,NGA,2005,118911.0,0.043103448275862,0.1293103448275862,117773.0,218344.0,2.1738319152112257e-05,0.001570529322241,Benin,Africa,Sub-Saharan Africa,Low income,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa,1.0,True,779.437777753268,8426144.0,0.859,0.0,2.496914005,0.577165667200976,34.6,0.0387931034482758,0.3232758620689655,363650.0,337122.0,0.0198470853858784,0.0032321393346187,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa,1.0,True,1211.37703504386,145017253.0,3.727,0.0,5.141990089,0.502593798972538,33.6,11.686139002733455,1,0,1
ARG,ESP,2005,118759.0,0.3103448275862069,0.2672413793103448,867601.0,407086.0,0.0369551425585908,0.0108841984259797,Argentina,Americas,Latin America,Upper middle income,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa,0.8571428571428571,True,5067.65342293276,39216789.0,11.506,0.0,10.0989666,0.402375656409618,97.0,0.2025862068965517,0.3706896551724138,1993015.0,597053.0,0.1040395954620092,0.0205658258433996,Spain,Europe,Southern Europe,High income,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa,0.8571428571428571,True,26450.9530130382,43653155.0,9.146,0.0,8.923020363,0.312232662684727,121.9,11.684859928877696,0,0,1
TTO,USA,2005,118335.0,0.0689655172413793,0.1508620689655172,21943.0,163904.0,0.0125647484699208,0.0016746383260378,Trinidad and Tobago,Americas,Latin America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,12346.4373094075,1294494.0,7.95,0.0,9.790655295,0.387554191907929,63.4,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,11.681283314746796,1,1,1
USA,PRI,2005,117856.0,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,0.1939655172413793,0.1336206896551724,177691.0,727654.0,0.0339552545155993,0.0138985847293704,Puerto Rico,Americas,Latin America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,21959.322696986,3821362.0,11.35,0.0,,,,11.677227304139558,1,1,1
PAK,USA,2005,117256.0,0.0344827586206896,0.3448275862068966,1462858.0,1247478.0,0.0056954396178534,0.0031017409330592,Pakistan,Asia,South Asia,Lower middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,1.0,True,827.619861189926,175453212.0,0.583,0.0,4.533462403,0.534469830518449,16.3,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,11.672123386019,0,0,0
GBR,ESP,2005,116581.0,0.1508620689655172,0.603448275862069,2314277.0,2135347.0,0.3907462867592178,0.0486365649399285,United Kingdom,Europe,Northern Europe,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,42240.2462987547,60401206.0,4.884,0.0,11.96834514,0.274699996375347,122.9,0.2025862068965517,0.3706896551724138,1993015.0,597053.0,0.1040395954620092,0.0205658258433996,Spain,Europe,Southern Europe,High income,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa,0.8571428571428571,True,26450.9530130382,43653155.0,9.146,0.0,8.923020363,0.312232662684727,121.9,11.66635016705369,1,1,0
UZB,UKR,2005,115762.0,0.043103448275862,0.1767241379310344,697174.0,937675.0,0.0,0.0024044372979652,Uzbekistan,Asia,Central Asia,Lower middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,542.835808692209,26356975.0,7.092,0.0,10.50075322,0.367805942923728,23.0,0.1293103448275862,0.3232758620689655,2677951.0,2966887.0,0.0339987311539035,0.0075288388713775,Ukraine,Europe,Eastern Europe,Lower middle income,0,5,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,1875.33508300781,47585556.0,7.18,0.0,11.32628118,0.400856568476572,30.7,11.65930027665719,0,1,1
ALB,ITA,2005,114766.0,0.0258620689655172,0.1551724137931034,27988.0,357759.0,0.0042824488729661,0.0013098861903233,Albania,Europe,Eastern Europe,Upper middle income,4,0,23,Pan-Europe,Cluster 4: Pan-Europe,0.7142857142857143,True,2741.72136549578,3011487.0,15.966,0.0,9.082582882,0.445477981646448,16.3,0.6120689655172413,0.4525862068965517,1735735.0,1288941.0,0.0312597029407374,0.0253542056888772,Italy,Europe,Southern Europe,High income,4,0,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,32062.723833669,58166682.0,7.73,0.0,9.271820068,0.345366321508079,122.9,11.650659265098087,1,0,1
HKG,CAN,2005,113799.0,0.125,0.1163793103448275,1399752.0,407738.0,0.0023477384684281,0.0058933206519446,Hong Kong,Asia,Eastern Asia,High income,2,4,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,26649.637724155,6813200.0,5.58,0.0,10.87624388,,105.6,0.5560344827586207,0.4913793103448275,3117018.0,685564.0,0.0534980034333482,0.0459061033393006,Canada,Americas,Northern America,High income,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America,0.8571428571428571,True,36383.9671341396,32242732.0,6.758,0.0,13.18605785,0.285686920672616,120.0,11.642197800674367,0,1,1
EGY,ARE,2005,112105.0,0.3060344827586206,0.2887931034482758,126143.0,659032.0,0.0652801724137931,0.002565795385934,Egypt,Africa,Northern Africa,Lower middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,1.0,True,1105.53920713903,81101004.0,11.049,0.0,6.40905695,0.438388408682385,15.0,0.1422413793103448,0.1336206896551724,837924.0,39574.0,0.0,0.0046025179084821,United Arab Emirates,Asia,Western Asia,High income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,1.0,True,38719.3138285388,4664790.0,3.12,0.0,8.992819786,0.402501088309128,33.6,11.62720013126752,0,0,1
THA,USA,2005,111601.0,0.0560344827586206,0.2672413793103448,595588.0,357212.0,0.0075214584266308,0.0025693951441568,Thailand,Asia,South-Eastern Asia,Upper middle income,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia,0.7142857142857143,True,2867.70383436062,66017420.0,1.35,205.0,7.08158493,0.434250204168399,27.8,0.2543103448275862,0.6939655172413793,17785492.0,1151660.0,0.5455883340797134,0.1293102992872409,United States,Americas,Northern America,High income,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.5714285714285714,True,44123.3996470026,295516599.0,5.084,108.0,12.82981014,0.317202079106229,124.8,11.62269424991572,0,0,0
