ISO3,Country_Name,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
SAU,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SDN,Sudan,4253.0,4335.0,1317.0,1083.0,942.0,337.0,1000.0,2289.0,3709.0,4891.0,1408.0,2841.0,3408.0,2021.0,1999.0,3278.0,161.0,1002.0,217.0,598.0,353.0,1010.0,1404.0,1540.0,594.0,856.0,1264.0,1309.0,160.0,243.0,0.0,45.0,31.0,47.0,5353.0,4684.0,16314.0
SEN,Senegal,0.0,58.0,0.0,78.0,233.0,0.0,299.0,0.0,319.0,242.0,0.0,47.0,33.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLE,Sierra Leone,0.0,0.0,552.0,218.0,415.0,628.0,1472.0,570.0,748.0,3287.0,3153.0,382.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,El Salvador,4924.0,849.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOM,Somalia,379.0,2710.0,8005.0,1154.0,25.0,237.0,104.0,256.0,0.0,0.0,0.0,0.0,228.0,114.0,0.0,0.0,0.0,547.0,1546.0,1491.0,1467.0,2150.0,1938.0,2646.0,940.0,1153.0,1206.0,1933.0,1918.0,2204.0,1943.0,1942.0,2172.0,3034.0,3859.0,2298.0,3723.0
SRB,Serbia (Yugoslavia),0.0,0.0,3022.0,153.0,0.0,0.0,0.0,0.0,0.0,1235.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSD,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,504.0,926.0,1667.0,493.0,735.0,484.0,526.0,110.0,58.0,188.0,0.0,0.0,0.0,1287.0
SWE,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
SWZ,Kingdom of eSwatini (Swaziland),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SYR,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.0,50490.0,72016.0,65345.0,50181.0,43650.0,24126.0,13072.0,7379.0,4589.0,1356.0,911.0,1500.0,2166.0,6219.0
TCD,Chad,315.0,1352.0,68.0,899.0,120.0,156.0,0.0,0.0,97.0,34.0,394.0,989.0,226.0,294.0,37.0,0.0,100.0,1250.0,69.0,991.0,131.0,42.0,0.0,0.0,0.0,0.0,272.0,0.0,57.0,150.0,144.0,196.0,486.0,35.0,61.0,0.0,217.0
TGO,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,46.0,13.0
THA,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,164.0,205.0,212.0,197.0,130.0,138.0,76.0,172.0,131.0,189.0,68.0,57.0,50.0,43.0,36.0,55.0,46.0,38.0,29.0,30.0,35.0,172.0
TJK,Tajikistan,0.0,0.0,0.0,3355.0,1395.0,356.0,368.0,2790.0,87.0,600.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,49.0,0.0,56.0,150.0,0.0,0.0,12.0
TTO,Trinidad and Tobago,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
TUN,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,50.0,59.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUR,Turkey,442.0,526.0,407.0,1730.0,2336.0,4159.0,3725.0,3962.0,3866.0,2073.0,1360.0,206.0,132.0,54.0,82.0,195.0,293.0,225.0,499.0,588.0,147.0,355.0,558.0,853.0,31.0,0.0,933.0,2607.0,1481.0,921.0,590.0,412.0,475.0,748.0,372.0,209.0,11.0
TZA,Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,231.0
UGA,Uganda,1019.0,621.0,853.0,72.0,0.0,149.0,295.0,1268.0,888.0,835.0,355.0,388.0,189.0,1086.0,642.0,1610.0,695.0,221.0,91.0,53.0,238.0,120.0,136.0,0.0,100.0,864.0,197.0,152.0,141.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,41.0
UKR,Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4895.0,1890.0,697.0,447.0,243.0,311.0,196.0,208.0,91545.0,75180.0,75686.0,84876.0
USA,United States of America,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,880.0,7992.0,378.0,108.0,246.0,186.0,291.0,493.0,329.0,203.0,225.0,38.0,138.0,87.0,117.0,111.0,0.0,37.0,0.0,0.0,0.0,0.0,117.0,5.0
UZB,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,471.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
VEN,Venezuela,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
YEM,Yemen (North Yemen),0.0,0.0,0.0,0.0,0.0,1489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,175.0,1143.0,2366.0,578.0,1826.0,7801.0,3133.0,3190.0,4650.0,2634.0,6293.0,23357.0,2920.0,804.0,896.0,1750.0
ZAF,South Africa,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
