iso3,year,gdp_per_capita,population,unemployment,conflict_intensity,education_index,climate_vulnerability
CRI,2000,3812.75388284924,3937739.0,5.08,0.0,7.142045964,0.418867809967836
CRI,2005,4703.00721784778,4261240.0,6.749,0.0,7.825407987,0.408830338100747
CRI,2010,8265.78820275582,4555962.0,7.171,0.0,8.230690002,0.388278190614311
CRI,2015,11714.7105980732,4818038.0,8.415,0.0,8.584500313,0.383416272700676
CRI,2020,12394.0493969492,5034320.0,16.432,0.0,8.804059982,0.377877502488867
CRI,2025,,,6.843,0.0,,
CSS,1990,3713.69534828331,3654949.0,,0.0,,
CSS,1995,4144.50619583341,3795917.0,14.6507674227641,0.0,,
CSS,2000,6477.26482123395,3956229.0,11.7427630641232,0.0,,
CSS,2005,9439.33720644986,4049468.0,9.98480572264988,0.0,,
CSS,2010,12711.087492863,4173335.0,8.80934904598808,0.0,,
CSS,2015,14497.5393236017,4314191.0,8.22453564269079,0.0,,
CSS,2020,11957.223222537,4459302.0,9.95181592662355,0.0,,
CSS,2025,,,7.55114639676154,0.0,,
CUB,1990,2694.31697957692,10631799.0,,0.0,8.794557697,
CUB,1995,2785.24442954103,10925362.0,8.27,0.0,9.533118744,0.43577551243867
CUB,2000,2751.3817714814,11109109.0,5.45,0.0,9.998980327,0.432547301916156
CUB,2005,3786.33799225291,11262554.0,1.95,0.0,10.5700119,0.436246691680239
CUB,2010,5272.26755824835,11297409.0,2.5,0.0,11.23388176,0.43571176425198
CUB,2015,7727.91997207998,11275065.0,2.4,0.0,11.14122554,0.434878207476957
CUB,2020,9605.27914559614,11176354.0,2.233,0.0,10.54807197,0.438093582398573
CUB,2025,,,1.746,0.0,,
CUW,1990,,145400.0,,0.0,,
CUW,1995,,145139.0,,0.0,,
CUW,2000,15841.2612359949,133860.0,,0.0,,
CUW,2005,17032.3356620744,137658.0,,0.0,,
CUW,2010,19847.2310127979,148703.0,,0.0,,
CUW,2015,19361.8129630226,157980.0,,0.0,,
CUW,2020,16299.8134349902,155482.0,,0.0,,
CYM,1990,,25999.0,,0.0,,
CYM,1995,,32743.0,,0.0,,
CYM,2000,,39674.0,,0.0,,
CYM,2005,,46788.0,,0.0,,
CYM,2010,76837.6710064442,54099.0,,0.0,,
CYM,2015,76379.2098777987,61642.0,,0.0,,
CYM,2020,82338.7977439023,68684.0,,0.0,,
CYP,1990,9641.5751953125,788351.0,,0.0,8.298367536,
CYP,1995,15261.4169921875,862695.0,2.6,0.0,9.099862814,0.364255382838896
CYP,2000,14388.3525390625,947667.0,4.766,0.0,9.910283724,0.364758259087173
CYP,2005,24959.26171875,1036151.0,5.481,0.0,10.71990967,0.362226468043202
CYP,2010,31105.02734375,1127816.0,6.359,0.0,11.44206047,0.358438544800189
CYP,2015,23088.44140625,1219502.0,15.026,0.0,11.86548042,0.357181523540881
CYP,2020,28130.341796875,1302247.0,7.755,0.0,12.44017029,0.355975378021274
CYP,2025,,,4.924,0.0,,
CZE,1990,3969.36733543794,10333355.0,,0.0,9.10276631,
CZE,1995,5865.29460556726,10327253.0,4.082,0.0,10.04385516,0.266694197768563
CZE,2000,6062.92152842793,10255063.0,8.764,0.0,10.98871212,0.26175070194586
CZE,2005,13442.4916284309,10211216.0,7.927,0.0,11.93356908,0.259353966895138
CZE,2010,20160.4355077059,10474410.0,7.281,0.0,12.38508034,0.256749565862451
CZE,2015,17931.5987670768,10546059.0,5.048,0.0,12.67333984,0.259651279330916
CZE,2020,23472.8915454417,10697858.0,2.55,0.0,12.91605342,0.261930386054076
CZE,2025,,,2.825,0.0,,
DEU,1990,22385.6778250275,79433029.0,,0.0,10.3637846,
DEU,1995,31747.2449398447,81678051.0,8.158,0.0,11.41552557,0.309806792485817
DEU,2000,23925.8559901991,82211508.0,7.917,0.0,12.41999728,0.308919533291454
DEU,2005,35084.4363546269,82469422.0,11.193,0.0,13.70372963,0.307765033328912
DEU,2010,42396.9665976293,81776930.0,7.043,0.0,13.85177994,0.302628007432016
DEU,2015,41929.7549110722,81686611.0,4.612,0.0,14.08201981,0.301074730761147
DEU,2020,47394.8734504469,83160871.0,3.881,0.0,14.25594044,0.299449544528448
DEU,2025,,,3.711,0.0,,
DJI,1990,780.497719360725,579538.0,,0.0,,
DJI,1995,786.201866748458,633074.0,27.303,0.0,1.542417229,0.50493581610652
DJI,2000,737.612183644052,747318.0,26.664,0.0,1.879176747,0.50058906780435
DJI,2005,844.4483573908,839167.0,26.448,0.0,2.289461748,0.516171064431481
DJI,2010,1213.23352553429,930251.0,26.368,0.0,2.789325221,0.495513225698765
DJI,2015,2376.12554719873,1020313.0,26.063,0.0,3.383429754,0.512593226854256
DJI,2020,2844.88810647853,1105188.0,27.701,0.0,3.889984156,0.492387514604481
DJI,2025,,,26.015,0.0,,
DMA,1990,2892.9815966454,69627.0,,0.0,,
DMA,1995,3951.72267086358,69469.0,,0.0,,0.474395599738554
DMA,2000,4867.39896323759,68511.0,,0.0,7.84770598,0.470741404132192
DMA,2005,5695.22442394675,68734.0,,0.0,8.052585492,0.45086017639807
DMA,2010,7549.61964680375,68859.0,,0.0,8.430505028,0.444376847680874
DMA,2015,8282.59874702141,70410.0,,0.0,8.808424564,0.436976365239508
DMA,2020,7827.74842680426,67573.0,,0.0,9.1863441,0.452245989126417
DNK,1990,26885.6994188191,5140939.0,,0.0,11.47511219,
DNK,1995,35321.0980773087,5233373.0,6.992,0.0,11.64894009,0.34470972760039
DNK,2000,30722.0251837567,5339616.0,4.476,0.0,12.47190261,0.335243582137661
DNK,2005,48925.8076698784,5419432.0,4.83,0.0,12.82844702,0.334263016848643
DNK,2010,58104.5445594981,5547683.0,7.746,0.0,12.42588997,0.333005372344239
DNK,2015,53094.0133607574,5683483.0,6.278,0.0,12.63831997,0.341755704355774
DNK,2020,60985.4885601514,5831404.0,5.644,0.0,12.96049023,0.348777851375636
DNK,2025,,,5.529,0.0,,
DOM,1990,989.163941207659,7151166.0,,0.0,5.26625239,
DOM,1995,2109.16940728689,7888115.0,6.439,0.0,5.921972532,0.440610127732544
DOM,2000,2831.45883638033,8584190.0,6.432,0.0,6.464990774,0.434900222419109
DOM,2005,3878.31206735244,9225034.0,6.587,0.0,6.854324609,0.434757148463165
DOM,2010,5478.62470398954,9820175.0,5.212,0.0,7.239510059,0.429186599831763
DOM,2015,6800.95309395474,10434829.0,7.605,0.0,7.718160152,0.435220441866758
DOM,2020,7135.22273255899,11008300.0,6.126,0.0,9.150526383,0.427067381439144
DOM,2025,,,5.092,0.0,,
DZA,1990,2445.18332740258,25375810.0,,0.0,4.614607921,
DZA,1995,1466.94806760415,28470191.0,31.84,0.0,5.693170127,0.398322762929166
DZA,2000,1772.92869122761,30903893.0,29.77,0.0,6.607900099,0.388763263820111
DZA,2005,3233.13339634212,33109249.0,15.27,0.0,7.044786056,0.383821075398653
DZA,2010,4912.78585503672,36188236.0,9.96,0.0,7.319896221,0.376966997977975
DZA,2015,4685.05902729002,40019529.0,11.206,1.0,7.153437138,0.37601512165201
DZA,2020,3743.5419522929,44042091.0,14.08,1.0,6.987443608,0.358462514119565
DZA,2025,,,11.633,0.0,,
EAP,1990,416.938782261111,1600739173.0,,0.0,,
EAP,1995,772.304602057404,1716602413.0,3.01646156806726,0.0,,
EAP,2000,961.301422369963,1819011507.0,3.43334970499077,0.0,,
EAP,2005,1653.6791360518,1898853723.0,4.49019174546575,0.0,,
EAP,2010,4057.86521472833,1973602166.0,4.16370037437203,0.0,,
EAP,2015,6589.77076427461,2056050896.0,4.12458341898818,0.0,,
EAP,2020,8391.27634645493,2121866294.0,4.36943697408605,0.0,,
EAP,2025,,,3.9178376117136,0.0,,
EAR,1990,936.989879630286,2044241467.0,,0.0,,
EAR,1995,1150.91452190581,2273692181.0,7.03393456293223,0.0,,
EAR,2000,1346.2395395696,2509431470.0,7.07281148454185,0.0,,
EAR,2005,1788.28350980842,2738846905.0,7.11332854467778,0.0,,
EAR,2010,2938.79859415379,2967104472.0,6.69836499671353,0.0,,
EAR,2015,3174.36962020929,3190318707.0,6.79324404164611,0.0,,
EAR,2020,3187.03781234801,3396051187.0,7.36417086549936,0.0,,
EAR,2025,,,5.15274599833717,0.0,,
EAS,1990,2642.45766205625,1817735909.0,,0.0,,
EAS,1995,4345.04839008217,1941185229.0,3.05225354598453,0.0,,
EAS,2000,4103.33628080966,2050149617.0,3.56333033432491,0.0,,
EAS,2005,4910.91472643792,2134573057.0,4.47463469156014,0.0,,
EAS,2010,7784.344658223,2214613815.0,4.22455076502669,0.0,,
EAS,2015,9691.70576095154,2300844269.0,4.08987694775025,0.0,,
EAS,2020,11639.4853357389,2369420882.0,4.29658340250273,0.0,,
EAS,2025,,,3.80585541446833,0.0,,
ECA,1990,1700.93581132748,208212866.0,,0.0,,
ECA,1995,1737.88574685501,215114964.0,8.5598066611286,0.0,,
ECA,2000,1790.77072090719,218486598.0,10.7462183942089,0.0,,
ECA,2005,3576.72283332319,223360135.0,9.62072328847468,0.0,,
ECA,2010,6019.29491137959,230106440.0,9.54059516043394,0.0,,
ECA,2015,6291.45594655745,240083379.0,8.9610543144391,0.0,,
ECA,2020,5776.19343817718,250351240.0,9.26814225066227,0.0,,
ECA,2025,,,6.83346297049418,0.0,,
ECS,1990,10494.4746850409,845290251.0,,0.0,,
ECS,1995,12730.8476426985,859504754.0,9.9311190228704,0.0,,
ECS,2000,11652.9290294061,865392479.0,9.68483091902418,0.0,,
ECS,2005,19227.6221679028,875563919.0,8.7318165816003,0.0,,
ECS,2010,23702.4750230082,890990371.0,9.11732766770857,0.0,,
ECS,2015,22702.8228380066,907527486.0,8.55822892785091,0.0,,
ECS,2020,24167.3551199699,923664467.0,7.09506699474453,0.0,,
ECS,2025,,,5.35763709810189,0.0,,
ECU,1990,1455.00748510871,10473673.0,,0.0,6.75150013,
ECU,1995,2108.00698245316,11590514.0,4.408,1.0,7.035832377,0.482133923799124
ECU,2000,1382.23421759909,12689206.0,4.8,0.0,7.320164624,0.490482454593588
ECU,2005,2909.02606014388,13846163.0,3.779,0.0,7.604496872,0.477308008443338
ECU,2010,4520.30959039763,15076695.0,4.088,0.0,7.849160194,0.47261194028612
ECU,2015,5976.1596805651,16266225.0,3.616,0.0,8.701580048,0.468559399695888
ECU,2020,5463.64515348598,17546065.0,6.116,0.0,8.817119598,0.462381541463569
ECU,2025,,,3.308,0.0,,
EGY,1990,735.982935028025,58396618.0,,0.0,5.305645579,
EGY,1995,916.326617700876,65652622.0,11.04,1.0,6.121898744,0.44764316836283
EGY,2000,1366.09274372613,73083284.0,8.98,0.0,6.367091942,0.444984007290404
EGY,2005,1105.53920713903,81101004.0,11.049,0.0,6.40905695,0.438388408682385
EGY,2010,2455.08194645282,89196072.0,8.757,0.0,7.373180736,0.427460787615675
EGY,2015,3306.98159414141,99597342.0,13.052,1.0,8.567844217,0.424020732467022
EGY,2020,3511.11381026379,109315124.0,7.974,1.0,9.84810224,0.411607510671201
EGY,2025,,,6.781,0.0,,
EMU,1990,18683.5116155586,316087007.0,,0.0,,
EMU,1995,23430.2422057728,321808185.0,11.4189986140193,0.0,,
EMU,2000,20039.4002655128,325789631.0,9.47321124385057,0.0,,
EMU,2005,31781.6618833533,333897752.0,9.15007509419852,0.0,,
EMU,2010,37491.6114073082,341002804.0,10.1740194070287,0.0,,
EMU,2015,34471.1747135027,343180482.0,10.881412988039,0.0,,
EMU,2020,38236.5543048506,346986142.0,7.83444210222942,0.0,,
EMU,2025,,,6.33138964349225,0.0,,
ERI,1990,,2032737.0,,0.0,,
ERI,1995,285.402184008331,2025267.0,5.349,0.0,,0.587286669147351
ERI,2000,314.357396753501,2247031.0,5.656,0.0,,0.577211483242948
ERI,2005,412.753079199423,2661215.0,5.721,0.0,4.710979562,0.619551476607574
ERI,2010,539.699512069686,2945186.0,5.854,0.0,4.673572948,0.617286039424881
ERI,2015,,3105546.0,5.751,0.0,4.6364279,0.607435259590638
ERI,2020,,3291271.0,6.375,0.0,5.09136442,0.604363093163935
ERI,2025,,,5.978,0.0,,
ESP,1990,13795.0159385128,38867322.0,,0.0,5.879199312,
ESP,1995,15460.9110266653,39724050.0,22.675,0.0,6.860023902,0.311233792250304
ESP,2000,14743.2671031455,40567864.0,13.785,0.0,7.847065999,0.311064741549636
ESP,2005,26450.9530130382,43653155.0,9.146,0.0,8.923020363,0.312232662684727
ESP,2010,30658.7422282912,46576897.0,19.86,0.0,9.363030434,0.309638243347369
ESP,2015,25982.4416197775,46422303.0,22.057,0.0,9.912139893,0.304096108979646
ESP,2020,27233.9426461608,47359424.0,15.532,0.0,10.60540009,0.299874207624524
ESP,2025,,,10.376,0.0,,
EST,1990,,1569174.0,,0.0,9.655532811,
EST,1995,3134.38975345407,1436634.0,9.659,0.0,10.87932752,0.340788309564188
EST,2000,4070.60902410208,1396985.0,13.36,0.0,12.17572021,0.347257383382955
EST,2005,10414.6381183565,1354775.0,8.033,0.0,13.02964497,0.343091662561354
EST,2010,14663.7041018705,1331475.0,16.707,0.0,13.33069038,0.34436299408464
EST,2015,17722.1557669523,1315407.0,6.412,0.0,13.48861027,0.337256994003795
EST,2020,23933.9939421065,1329522.0,6.956,0.0,13.54843044,0.335782799608274
EST,2025,,,8.313,0.0,,
ETH,1990,262.108971053707,47609755.0,,0.0,,
ETH,1995,136.523619088963,57537335.0,3.005,0.0,,0.596229322395663
ETH,2000,122.269202606069,67411494.0,3.499,0.0,1.484763579,0.59325196143279
ETH,2005,158.243458082465,78367470.0,2.497,0.0,1.86499213,0.590113557563335
ETH,2010,330.619412798644,90538514.0,2.295,0.0,2.134607434,0.586496086774501
ETH,2015,597.912113218663,103867135.0,2.442,0.0,2.375797987,0.555944759818075
ETH,2020,829.790982547947,118917671.0,3.998,0.0,2.390854081,0.530899900582751
ETH,2025,,,3.323,0.0,,
EUU,1990,15470.4116881227,420525030.0,,0.0,,
EUU,1995,19470.1012385881,426210050.0,11.109236245509,0.0,,
EUU,2000,16976.0452668705,429339162.0,9.6992067646065,0.0,,
EUU,2005,27431.4991030834,435789139.0,9.63100586720302,0.0,,
EUU,2010,33119.5673211775,442088310.0,9.87327234610775,0.0,,
EUU,2015,30771.6568591261,443793218.0,10.0165353301996,0.0,,
EUU,2020,34694.7035869194,446870959.0,7.05471356704802,0.0,,
EUU,2025,,,5.92651809121259,0.0,,
FCS,1990,1121.80132830689,486723712.0,,0.0,,
FCS,1995,777.742817479696,554041514.0,5.06716615448784,0.0,,
FCS,2000,751.801263034453,621080692.0,5.89463669839926,0.0,,
FCS,2005,1079.24067613473,700820603.0,5.17767975776894,0.0,,
FCS,2010,2017.56741418682,791371804.0,5.13136973093564,0.0,,
FCS,2015,1663.16200127279,890869511.0,5.47368968838346,0.0,,
FCS,2020,1618.4798041022,994901090.0,6.65657957461586,0.0,,
FCS,2025,,,5.12087353705196,0.0,,
FIN,1990,28366.204276071,4986431.0,,0.0,9.184650421,
FIN,1995,26246.2743214462,5107790.0,17.005,0.0,10.30248877,0.291435849947822
FIN,2000,24335.9225082659,5176209.0,11.134,0.0,11.42032711,0.284770578669513
FIN,2005,39049.8703780223,5246096.0,9.602,0.0,12.18332958,0.285166580164629
FIN,2010,46506.2919016566,5363352.0,8.394,0.0,12.41567993,0.282775596196683
FIN,2015,42560.3456767103,5479531.0,9.376,0.0,12.63366985,0.287221436761699
FIN,2020,48828.6846862799,5529543.0,7.759,0.0,12.92915501,0.283522843609008
FIN,2025,,,9.461,0.0,,
FJI,1990,1728.94076871199,773316.0,,0.0,6.602397357,
FJI,1995,2466.74347815903,798746.0,4.651,0.0,7.722517338,0.527813985139779
FJI,2000,1995.72071163264,840909.0,4.697,0.0,8.256785523,0.529313322550664
FJI,2005,3377.69126953493,882379.0,3.886,0.0,8.960117513,0.511243319926776
FJI,2010,3449.14452883369,910419.0,4.345,0.0,9.658123112,0.503102200870021
FJI,2015,5097.53106864695,918578.0,4.288,0.0,10.35257778,0.492995354254242
FJI,2020,4620.6457238014,914963.0,5.054,0.0,10.43581724,0.450033303144246
FJI,2025,,,5.347,0.0,,
FRA,1990,21586.4674617483,58261012.0,,0.0,7.552529812,
FRA,1995,26791.8151982369,59541294.0,11.834,0.0,8.511590515,0.309070305843987
FRA,2000,22340.5939516217,60918661.0,10.218,0.0,9.470651218,0.30798866533817
FRA,2005,34696.3718316971,63180854.0,8.882,0.0,10.31739044,0.307594723249661
FRA,2010,40694.8211697025,65026211.0,9.279,0.0,10.7787199,0.30505265421119
FRA,2015,36702.4323733379,66548272.0,10.354,0.0,11.33419037,0.303791829266957
FRA,2020,39169.8606000707,67601110.0,8.009,0.0,11.68859246,0.30235527872919
FRA,2025,,,7.542,0.0,,
FRO,1990,20125.7940710069,47740.0,,0.0,,
FRO,1995,20669.2052425004,43611.0,,0.0,,
FRO,2000,23322.7593357515,45754.0,,0.0,,
FRO,2005,36389.081644098,48359.0,,0.0,,
FRO,2010,47923.1515374991,48657.0,,0.0,,
FRO,2015,52637.1903526574,48899.0,,0.0,,
FRO,2020,62243.1905561324,52565.0,,0.0,,
FSM,1990,1459.04369201491,100888.0,,0.0,,
FSM,1995,1995.19190194111,110230.0,,0.0,,0.654539777214139
FSM,2000,2049.3453246655,112044.0,,0.0,7.80353371,0.650416674169183
FSM,2005,2207.16844533875,111412.0,,0.0,7.659678224,0.644602381695355
FSM,2010,2702.61165204772,107540.0,,0.0,7.518474665,0.63213970266469
FSM,2015,2853.07643587028,108716.0,,0.0,7.37956564,0.623703472486274
FSM,2020,3362.02802120524,110916.0,,0.0,7.33252398,0.614878872023787
GAB,1990,6050.71468999523,983734.0,,0.0,4.32,
GAB,1995,4414.8755828572,1123213.0,17.388,0.0,5.22,0.458436304591431
GAB,2000,3982.906200928,1275572.0,17.848,2.0,6.15,0.455186413769192
GAB,2005,6547.87613955186,1463495.0,16.91,1.0,6.92,0.448453374637991
GAB,2010,8356.74662013345,1719879.0,20.39,0.0,7.57,0.438608489824362
GAB,2015,7047.12654634355,2040989.0,19.943,0.0,8.98,0.432385877051942
GAB,2020,6605.80346077565,2322539.0,21.279,1.0,9.55,0.447515955929616
GAB,2025,,,20.154,0.0,,
GBR,1990,19095.4669984608,57247586.0,,1.0,9.635440148,
GBR,1995,23252.6157127423,58019030.0,8.694,0.0,10.0803197,0.272974836478802
GBR,2000,28383.8761094996,58892514.0,5.558,0.0,10.69881079,0.271753689689661
GBR,2005,42240.2462987547,60401206.0,4.884,0.0,11.96834514,0.274699996375347
GBR,2010,39778.3220528565,62766365.0,7.973,0.0,13.21277046,0.282892225941665
GBR,2015,45255.3449216209,65088000.0,5.552,0.0,12.97976335,0.284203905039491
GBR,2020,40812.6794663879,66744000.0,4.472,0.0,13.4061203,0.283795312688125
GBR,2025,,,4.746,0.0,,
GEO,1990,1610.98027146868,4802000.0,,0.0,,
GEO,1995,578.336923460866,4657722.0,7.6,0.0,,0.431288923036761
GEO,2000,749.908534993961,4077131.0,10.82,0.0,11.80588996,0.417870366374973
GEO,2005,1642.78359414797,3902469.0,13.81,0.0,12.09244204,0.409816699784714
GEO,2010,3281.72930937343,3786695.0,20.203,0.0,12.38091183,0.415520691675478
GEO,2015,4086.6223465965,3725276.0,16.506,0.0,12.71645498,0.421280679403647
GEO,2020,4300.85701291207,3722716.0,11.734,0.0,12.78220336,0.394872811578432
GEO,2025,,,12.097,0.0,,
GHA,1990,382.54246368354,15394648.0,,1.0,5.506158276,
GHA,1995,371.537243033836,17399017.0,6.484,0.0,6.347221149,0.50460940777798
GHA,2000,253.746936203344,19637087.0,10.456,1.0,6.874287216,0.515009016217601
GHA,2005,478.611909191028,22449438.0,5.816,0.0,7.188284022,0.517937826980959
GHA,2010,1263.89251760539,25474995.0,5.384,0.0,7.580780029,0.500951492895791
GHA,2015,1722.77282833606,28696068.0,6.806,0.0,6.537722928,0.484880125500708
GHA,2020,2195.45481659987,31887809.0,3.178,0.0,6.432318439,0.450118941605553
GHA,2025,,,2.979,0.0,,
GIB,1990,,27200.0,,0.0,,
GIB,1995,,27377.0,,0.0,,
GIB,2000,,27709.0,,0.0,,
GIB,2005,,29163.0,,0.0,,
GIB,2010,,31248.0,,0.0,,
GIB,2015,,33193.0,,0.0,,
GIB,2020,,36173.0,,0.0,,
GIN,1990,604.304422702532,6434374.0,,0.0,1.313318515,
GIN,1995,713.031460558683,7553249.0,4.494,1.0,1.37776584,0.548816349151806
GIN,2000,518.157066924026,8428832.0,4.586,0.0,1.445638537,0.549390303114276
GIN,2005,463.17768685098,9245844.0,4.814,0.0,1.513899267,0.535627516525923
GIN,2010,659.235326211315,10396086.0,5.018,0.0,1.582159996,0.529022512406963
GIN,2015,747.356966759448,11767070.0,5.15,1.0,2.451784968,0.53729209085648
GIN,2020,1053.66097696415,13371183.0,6.007,1.0,2.35910296,0.523691331178741
GIN,2025,,,5.163,0.0,,
GMB,1990,300.639895740381,1054696.0,,0.0,1.395152942,
GMB,1995,621.681391269646,1264313.0,10.153,0.0,2.025222012,0.559390564603626
GMB,2000,538.054072348854,1455084.0,9.722,0.0,2.238995447,0.556102860129279
GMB,2005,616.483657865348,1667037.0,9.92,0.0,2.655291083,0.557459540874567
GMB,2010,801.033372714536,1926630.0,9.673,0.0,3.172847819,0.551765235483507
GMB,2015,619.536364296461,2224529.0,7.226,0.0,3.782620955,0.540534437775384
GMB,2020,720.335143352133,2515733.0,5.84,0.0,4.512420177,0.502406628923352
GMB,2025,,,6.521,0.0,,
GNB,1990,651.337640650994,973669.0,,0.0,,
GNB,1995,589.487023081945,1119949.0,3.126,0.0,,0.652598868272002
GNB,2000,316.945495037639,1234741.0,3.358,0.0,,0.650280744204263
GNB,2005,463.073962650452,1381585.0,3.184,0.0,2.148568167,0.646145532378549
GNB,2010,600.194298540768,1566347.0,3.121,0.0,2.8608545,0.644852314748957
GNB,2015,645.066837207039,1786457.0,3.168,0.0,3.4950382,0.630996398204367
GNB,2020,846.915855715971,2013255.0,2.887,0.0,3.673035,0.626876920781622
GNB,2025,,,2.673,0.0,,
GNQ,1990,236.402188376265,474274.0,,0.0,,
GNQ,1995,248.314896208855,571264.0,7.16,0.0,,0.42909834649644
GNQ,2000,1487.3165506701,703279.0,7.444,0.0,6.393709877,0.432910534522515
GNQ,2005,8673.9026086535,947367.0,7.667,0.0,6.860717772,0.418045269840788
GNQ,2010,13720.1658723222,1189085.0,7.847,0.0,7.361836749,0.416496967551879
GNQ,2015,9068.91003238645,1453923.0,7.778,0.0,7.8949564,0.413039652481964
GNQ,2020,5764.05502912947,1716468.0,8.625,0.0,8.281327014,0.412548614523763
GNQ,2025,,,8.337,0.0,,
GRC,1990,9466.66238502174,10196792.0,,0.0,7.580366438,
GRC,1995,12779.081491606,10562153.0,10.116,0.0,8.30107723,0.34405984184979
GRC,2000,11638.2010697215,10805808.0,11.345,0.0,9.024448565,0.341028019962992
GRC,2005,22054.1315756886,10987314.0,10.074,0.0,9.747819901,0.337500021952316
GRC,2010,26653.0488008626,11121341.0,12.719,0.0,10.20827007,0.34021467097093
GRC,2015,17980.7298238137,10820883.0,24.981,0.0,10.74370956,0.341530399105538
GRC,2020,17886.733165236,10698599.0,15.899,0.0,11.40853024,0.337701141135621
GRC,2025,,,8.54,0.0,,
GRD,1990,2782.18396873619,99957.0,,0.0,,
GRD,1995,3294.26988339657,103869.0,,0.0,,0.409505456406625
GRD,2000,4839.82811114248,107451.0,,0.0,,0.402897200128833
GRD,2005,6338.56011405358,109734.0,,0.0,9.635296401,0.394963980198127
GRD,2010,6909.60169568597,111586.0,,0.0,9.671022355,0.392527857064166
GRD,2015,8694.12438005692,114676.0,,0.0,9.70686484,0.38837697758839
GRD,2020,8968.55890108484,116341.0,,0.0,9.85796464,0.382642658533997
GRL,1990,18326.9295023252,55600.0,,0.0,,
GRL,1995,21665.8295173116,55800.0,,0.0,,
GRL,2000,19009.0774407515,56185.0,,0.0,,
GRL,2005,32489.7277309899,56935.0,,0.0,,
GRL,2010,44277.1993400972,56534.0,,0.0,,
GRL,2015,44536.3549705377,56114.0,,0.0,,
GRL,2020,54812.6661771023,56367.0,,0.0,,
GTM,1990,847.688561830359,9024773.0,,1.0,3.192767468,
GTM,1995,1421.06177809796,10312996.0,2.117,1.0,3.569618711,0.486995796917923
GTM,2000,1648.96578971559,11697592.0,2.143,0.0,3.915065683,0.479716828715696
GTM,2005,2046.46611650758,13087629.0,3.059,0.0,3.701767564,0.474321039191354
GTM,2010,2805.25960237322,14500112.0,3.497,0.0,4.418093443,0.46295386689133
GTM,2015,3893.50533299068,15971743.0,2.506,0.0,4.933569908,0.455988373171809
GTM,2020,4477.61785000665,17357325.0,2.965,0.0,5.668648013,0.444173628515658
GTM,2025,,,2.604,0.0,,
GUM,1990,,138610.0,,0.0,,
GUM,1995,,150054.0,7.9,0.0,,
GUM,2000,,160065.0,15.32,0.0,,
GUM,2005,25631.9776108052,164365.0,7.0,0.0,,
GUM,2010,29719.7967836082,166522.0,8.2,0.0,,
GUM,2015,35165.7014644795,164905.0,6.9,0.0,,
GUM,2020,36482.9363953675,162158.0,6.241,0.0,,
GUM,2025,,,5.569,0.0,,
GUY,1990,528.851095342994,749894.0,,0.0,5.273218506,
GUY,1995,819.668541584905,758388.0,11.566,0.0,5.62372786,0.482607252254836
GUY,2000,931.796651718955,764832.0,11.917,0.0,6.013182698,0.478611861553656
GUY,2005,1084.06541388904,760914.0,11.085,0.0,6.552184666,0.488094347887306
GUY,2010,4581.76179693492,749256.0,11.632,0.0,7.268775687,0.482303636706171
GUY,2015,5640.41560569466,758781.0,13.009,0.0,7.985366709,0.467054293469407
GUY,2020,6775.70939096303,807481.0,15.308,0.0,8.627408726,0.432243067052343
GUY,2025,,,11.962,0.0,,
HKG,1990,13485.6314525052,5704500.0,,0.0,8.675597279,
HKG,1995,23497.3920767477,6156100.0,3.22,0.0,9.586832237,
HKG,2000,25756.7728723704,6665000.0,4.92,0.0,10.26156406,
HKG,2005,26649.637724155,6813200.0,5.58,0.0,10.87624388,
HKG,2010,32550.136489179,7024200.0,4.329,0.0,11.40386009,
HKG,2015,42432.1619740441,7291300.0,3.314,0.0,12.02414989,
HKG,2020,46109.2299946609,7481000.0,5.808,0.0,12.26672967,
HKG,2025,,,2.799,0.0,,
HND,1990,749.818113552631,4980488.0,,1.0,3.867753515,
HND,1995,814.049075569071,5739637.0,3.24,0.0,4.266304229,0.46435117440417
HND,2000,1092.56400746252,6577773.0,3.883,0.0,4.601449147,0.461945521374361
HND,2005,1304.70039153826,7478355.0,4.909,0.0,4.936594065,0.473814129592957
HND,2010,1893.32722662035,8365878.0,4.119,0.0,5.425169826,0.461660467261135
HND,2015,2271.20265980349,9237305.0,6.147,0.0,6.294149876,0.451022860681871
HND,2020,2307.61494319511,10119640.0,10.982,0.0,7.296200514,0.449930025737947
HND,2025,,,4.92,0.0,,
HPC,1990,457.468692315205,361657937.0,,0.0,,
HPC,1995,337.597287128306,418830100.0,4.98342281731573,0.0,,
HPC,2000,377.459385908018,481984327.0,5.14077341492919,0.0,,
HPC,2005,519.647933058567,555358929.0,4.68888744539656,0.0,,
HPC,2010,812.08054988398,638796398.0,4.78364031173157,0.0,,
HPC,2015,917.296109229182,735429414.0,4.41918817317726,0.0,,
HPC,2020,962.590226473892,847743308.0,5.01828149435176,0.0,,
HPC,2025,,,4.14029129900976,0.0,,
HRV,1990,5369.10978590681,4777368.0,,0.0,6.569557049,
HRV,1995,4929.05772183424,4620030.0,10.007,2.0,8.088663864,0.38767835334534
HRV,2000,4953.65158789022,4468302.0,16.064,0.0,9.620868969,0.386739308816045
HRV,2005,10443.5278353294,4310145.0,12.598,0.0,10.41395016,0.384563288077107
HRV,2010,13729.7654965022,4295427.0,11.62,0.0,11.02225037,0.382246387784292
