iso3,year,conflict_intensity
GAB,2016,1.0
GAB,2017,2.0
GAB,2018,1.0
GAB,2019,1.0
GAB,2020,1.0
GAB,2021,1.0
GAB,2022,1.0
GAB,2023,1.0
GAB,2024,1.0
GBR,1946,1.0
GBR,1948,1.0
GBR,1949,1.0
GBR,1950,2.0
GBR,1951,2.0
GBR,1952,2.0
GBR,1953,2.0
GBR,1954,2.0
GBR,1955,2.0
GBR,1956,2.0
GBR,1957,1.0
GBR,1958,1.0
GBR,1959,1.0
GBR,1962,1.0
GBR,1964,1.0
GBR,1965,1.0
GBR,1966,1.0
GBR,1967,1.0
GBR,1971,1.0
GBR,1972,1.0
GBR,1973,1.0
GBR,1974,1.0
GBR,1975,1.0
GBR,1976,1.0
GBR,1977,1.0
GBR,1978,1.0
GBR,1979,1.0
GBR,1980,1.0
GBR,1981,1.0
GBR,1982,1.0
GBR,1983,1.0
GBR,1984,1.0
GBR,1985,1.0
GBR,1986,1.0
GBR,1987,1.0
GBR,1988,1.0
GBR,1989,38.0
GBR,1990,44.0
GBR,1991,26.0
GBR,1992,0.0
GBR,1993,0.0
GBR,1994,0.0
GBR,1995,0.0
GBR,1996,0.0
GBR,1997,0.0
GBR,1998,29.0
GBR,1999,0.0
GBR,2000,0.0
GBR,2001,1397.0
GBR,2002,0.0
GBR,2003,7927.0
GBR,2004,0.0
GBR,2005,0.0
GBR,2006,0.0
GBR,2007,0.0
GBR,2008,0.0
GBR,2009,0.0
GBR,2010,0.0
GBR,2011,0.0
GBR,2012,0.0
GBR,2013,0.0
GBR,2014,0.0
GBR,2015,0.0
GBR,2016,0.0
GBR,2017,0.0
GBR,2018,0.0
GBR,2019,0.0
GBR,2020,0.0
GBR,2021,0.0
GBR,2022,0.0
GBR,2023,0.0
GBR,2024,117.0
GBR,2025,0.0
GEO,1989,0.0
GEO,1990,0.0
GEO,1991,52.0
GEO,1992,771.0
GEO,1993,1763.0
GEO,1994,0.0
GEO,1995,0.0
GEO,1996,0.0
GEO,1997,0.0
GEO,1998,0.0
GEO,1999,0.0
GEO,2000,0.0
GEO,2001,0.0
GEO,2002,0.0
GEO,2003,0.0
GEO,2004,27.0
GEO,2005,0.0
GEO,2006,0.0
GEO,2007,0.0
GEO,2008,621.0
GEO,2009,0.0
GEO,2010,0.0
GEO,2011,0.0
GEO,2012,0.0
GEO,2013,0.0
GEO,2014,0.0
GEO,2015,0.0
GEO,2016,0.0
GEO,2017,0.0
GEO,2018,0.0
GEO,2019,0.0
GEO,2020,0.0
GEO,2021,0.0
GEO,2022,0.0
GEO,2023,0.0
GEO,2024,0.0
GEO,2025,0.0
GHA,1980,1.0
GHA,1989,1.0
GHA,1990,1.0
GHA,1991,0.0
GHA,1992,0.0
GHA,1993,0.0
GHA,1994,0.0
GHA,1995,0.0
GHA,1996,0.0
GHA,1997,0.0
GHA,1998,0.0
GHA,1999,0.0
GHA,2000,1.0
GHA,2001,1.0
GHA,2002,1.0
GHA,2003,2.0
GHA,2004,0.0
GHA,2005,0.0
GHA,2006,0.0
GHA,2007,0.0
GHA,2008,0.0
GHA,2009,0.0
GHA,2010,0.0
GHA,2011,0.0
GHA,2012,0.0
GHA,2013,0.0
GHA,2014,0.0
GHA,2015,0.0
GHA,2016,0.0
GHA,2017,0.0
GHA,2018,0.0
GHA,2019,0.0
GHA,2020,0.0
GHA,2021,0.0
GHA,2022,0.0
GHA,2023,0.0
GHA,2024,0.0
GHA,2025,113.0
GIN,1989,0.0
GIN,1990,0.0
GIN,1991,1.0
GIN,1992,1.0
GIN,1993,0.0
GIN,1994,1.0
GIN,1995,1.0
GIN,1996,0.0
GIN,1997,1.0
GIN,1998,0.0
GIN,1999,0.0
GIN,2000,217.0
GIN,2001,432.0
GIN,2002,0.0
GIN,2003,0.0
GIN,2004,0.0
GIN,2005,0.0
GIN,2006,0.0
GIN,2007,1.0
GIN,2008,1.0
GIN,2009,0.0
GIN,2010,0.0
GIN,2011,0.0
GIN,2012,0.0
GIN,2013,0.0
GIN,2014,0.0
GIN,2015,1.0
GIN,2016,1.0
GIN,2017,1.0
GIN,2018,1.0
GIN,2019,1.0
GIN,2020,1.0
GIN,2021,1.0
GIN,2022,1.0
GIN,2023,1.0
GIN,2024,1.0
GIN,2025,1.0
GMB,2022,1.0
GMB,2023,1.0
GMB,2024,1.0
GNB,1989,0.0
GNB,1990,0.0
GNB,1991,0.0
GNB,1992,0.0
GNB,1993,0.0
GNB,1994,0.0
GNB,1995,0.0
GNB,1996,0.0
GNB,1997,0.0
GNB,1998,505.0
GNB,1999,199.0
GNB,2000,0.0
GNB,2001,0.0
GNB,2002,0.0
GNB,2003,0.0
GNB,2004,0.0
GNB,2005,0.0
GNB,2006,0.0
GNB,2007,0.0
GNB,2008,0.0
GNB,2009,0.0
GNB,2010,0.0
GNB,2011,0.0
GNB,2012,0.0
GNB,2013,0.0
GNB,2014,0.0
GNB,2015,0.0
GNB,2016,0.0
GNB,2017,0.0
GNB,2018,0.0
GNB,2019,0.0
GNB,2020,0.0
GNB,2021,0.0
GNB,2022,0.0
GNB,2023,0.0
GNB,2024,0.0
GNB,2025,0.0
GRC,1946,2.0
GRC,1947,2.0
GRC,1948,2.0
GRC,1949,2.0
GTM,1949,1.0
GTM,1954,1.0
GTM,1963,1.0
GTM,1965,1.0
GTM,1966,1.0
GTM,1967,1.0
GTM,1968,1.0
GTM,1969,1.0
GTM,1970,1.0
GTM,1971,1.0
GTM,1972,1.0
GTM,1973,1.0
GTM,1974,1.0
GTM,1975,1.0
GTM,1976,1.0
GTM,1977,1.0
GTM,1978,1.0
GTM,1979,1.0
GTM,1980,1.0
GTM,1981,1.0
GTM,1982,1.0
GTM,1983,1.0
GTM,1984,1.0
GTM,1985,1.0
GTM,1986,1.0
GTM,1987,1.0
GTM,1988,1.0
GTM,1989,82.0
GTM,1990,83.0
GTM,1991,72.0
GTM,1992,67.0
GTM,1993,58.0
GTM,1994,37.0
GTM,1995,27.0
GTM,1996,0.0
GTM,1997,0.0
GTM,1998,0.0
GTM,1999,0.0
GTM,2000,0.0
GTM,2001,0.0
GTM,2002,0.0
GTM,2003,0.0
GTM,2004,0.0
GTM,2005,0.0
GTM,2006,0.0
GTM,2007,0.0
GTM,2008,0.0
GTM,2009,0.0
GTM,2010,0.0
GTM,2011,0.0
GTM,2012,0.0
GTM,2013,0.0
GTM,2014,0.0
GTM,2015,0.0
GTM,2016,0.0
GTM,2017,0.0
GTM,2018,0.0
GTM,2019,0.0
GTM,2020,0.0
GTM,2021,0.0
GTM,2022,0.0
GTM,2023,0.0
GTM,2024,0.0
GTM,2025,26.0
HND,1969,2.0
HND,1972,1.0
HND,1979,1.0
HND,1980,1.0
HND,1981,2.0
HND,1982,2.0
HND,1983,2.0
HND,1984,2.0
HND,1985,2.0
HND,1986,2.0
HND,1987,2.0
HND,1988,2.0
HND,1989,2.0
HND,1990,1.0
HND,1991,1.0
HND,1992,0.0
HND,1993,0.0
HND,1994,0.0
HND,1995,0.0
HND,1996,0.0
HND,1997,0.0
HND,1998,0.0
HND,1999,0.0
HND,2000,0.0
HND,2001,0.0
HND,2002,0.0
HND,2003,0.0
HND,2004,0.0
HND,2005,0.0
HND,2006,0.0
HND,2007,0.0
HND,2008,0.0
HND,2009,0.0
HND,2010,0.0
HND,2011,0.0
HND,2012,0.0
HND,2013,0.0
HND,2014,0.0
HND,2015,0.0
HND,2016,0.0
HND,2017,0.0
HND,2018,0.0
HND,2019,0.0
HND,2020,0.0
HND,2021,0.0
HND,2022,0.0
HND,2023,0.0
HND,2024,0.0
HND,2025,11.0
HRV,1989,0.0
HRV,1990,0.0
HRV,1991,0.0
HRV,1992,4034.0
HRV,1993,418.0
HRV,1994,86.0
HRV,1995,1132.0
HRV,1996,0.0
HRV,1997,0.0
HRV,1998,0.0
HRV,1999,0.0
HRV,2000,0.0
HRV,2001,0.0
HRV,2002,0.0
HRV,2003,0.0
HRV,2004,0.0
HRV,2005,0.0
HRV,2006,0.0
HRV,2007,0.0
HRV,2008,0.0
HRV,2009,0.0
HRV,2010,0.0
HRV,2011,0.0
HRV,2012,0.0
HRV,2013,0.0
HRV,2014,0.0
HRV,2015,0.0
HRV,2016,0.0
HRV,2017,0.0
HRV,2018,0.0
HRV,2019,0.0
HRV,2020,0.0
HRV,2021,0.0
HRV,2022,0.0
HRV,2023,0.0
HRV,2024,0.0
HRV,2025,0.0
HTI,1989,48.0
HTI,1990,0.0
HTI,1991,160.0
HTI,1992,0.0
HTI,1993,0.0
HTI,1994,0.0
HTI,1995,0.0
HTI,1996,0.0
HTI,1997,0.0
HTI,1998,0.0
HTI,1999,0.0
HTI,2000,0.0
HTI,2001,0.0
HTI,2002,0.0
HTI,2003,0.0
HTI,2004,207.0
HTI,2005,0.0
HTI,2006,0.0
HTI,2007,0.0
HTI,2008,0.0
HTI,2009,0.0
HTI,2010,0.0
HTI,2011,0.0
HTI,2012,0.0
HTI,2013,0.0
HTI,2014,0.0
HTI,2015,0.0
HTI,2016,0.0
HTI,2017,0.0
HTI,2018,0.0
HTI,2019,0.0
HTI,2020,0.0
HTI,2021,0.0
HTI,2022,0.0
HTI,2023,0.0
HTI,2024,193.0
HTI,2025,1748.0
HUN,1956,2.0
IDN,1950,2.0
IDN,1953,2.0
IDN,1958,2.0
IDN,1959,2.0
IDN,1960,1.0
IDN,1961,2.0
IDN,1962,1.0
IDN,1963,1.0
IDN,1964,1.0
IDN,1965,1.0
IDN,1966,1.0
IDN,1967,1.0
IDN,1968,1.0
IDN,1969,1.0
IDN,1975,2.0
IDN,1976,2.0
IDN,1977,2.0
IDN,1978,2.0
IDN,1979,1.0
IDN,1980,1.0
IDN,1981,2.0
IDN,1982,1.0
IDN,1983,1.0
IDN,1984,1.0
IDN,1985,1.0
IDN,1986,1.0
IDN,1987,1.0
IDN,1988,1.0
IDN,1989,0.0
IDN,1990,72.0
IDN,1991,58.0
IDN,1992,39.0
IDN,1993,0.0
IDN,1994,0.0
IDN,1995,0.0
IDN,1996,0.0
IDN,1997,51.0
IDN,1998,30.0
IDN,1999,213.0
IDN,2000,286.0
IDN,2001,278.0
IDN,2002,466.0
IDN,2003,868.0
IDN,2004,935.0
IDN,2005,213.0
IDN,2006,0.0
IDN,2007,0.0
IDN,2008,0.0
IDN,2009,0.0
IDN,2010,0.0
IDN,2011,0.0
IDN,2012,0.0
IDN,2013,0.0
IDN,2014,0.0
IDN,2015,0.0
IDN,2016,0.0
IDN,2017,0.0
IDN,2018,28.0
IDN,2019,34.0
IDN,2020,31.0
IDN,2021,51.0
IDN,2022,46.0
IDN,2023,59.0
IDN,2024,57.0
IDN,2025,152.0
IND,1948,2.0
IND,1949,2.0
IND,1950,2.0
IND,1951,2.0
IND,1956,1.0
IND,1957,1.0
IND,1958,1.0
IND,1959,1.0
IND,1961,1.0
IND,1962,1.0
IND,1963,1.0
IND,1964,1.0
IND,1965,2.0
IND,1966,1.0
IND,1967,1.0
IND,1968,1.0
IND,1969,1.0
IND,1970,1.0
IND,1971,2.0
IND,1979,1.0
IND,1980,1.0
IND,1981,1.0
IND,1982,1.0
IND,1983,1.0
IND,1984,1.0
IND,1985,1.0
IND,1986,1.0
IND,1987,1.0
IND,1988,2.0
IND,1989,1002.0
IND,1990,2396.0
IND,1991,3180.0
IND,1992,3078.0
IND,1993,1503.0
IND,1994,1214.0
IND,1995,836.0
IND,1996,838.0
IND,1997,999.0
IND,1998,933.0
IND,1999,2073.0
IND,2000,3015.0
IND,2001,1336.0
IND,2002,2033.0
IND,2003,1875.0
IND,2004,1667.0
IND,2005,1382.0
IND,2006,1373.0
IND,2007,1086.0
IND,2008,1083.0
IND,2009,1115.0
IND,2010,1028.0
IND,2011,439.0
IND,2012,416.0
IND,2013,420.0
IND,2014,491.0
IND,2015,535.0
IND,2016,697.0
IND,2017,757.0
IND,2018,851.0
IND,2019,647.0
IND,2020,651.0
IND,2021,431.0
IND,2022,310.0
IND,2023,215.0
IND,2024,437.0
IND,2025,675.0
IRN,1946,1.0
IRN,1966,1.0
IRN,1967,1.0
IRN,1968,1.0
IRN,1974,1.0
IRN,1979,2.0
IRN,1980,2.0
IRN,1981,2.0
IRN,1982,2.0
IRN,1983,2.0
IRN,1984,2.0
IRN,1985,2.0
IRN,1986,2.0
IRN,1987,2.0
IRN,1988,2.0
IRN,1989,0.0
IRN,1990,31.0
IRN,1991,45.0
IRN,1992,0.0
IRN,1993,186.0
IRN,1994,0.0
IRN,1995,0.0
IRN,1996,27.0
IRN,1997,38.0
IRN,1998,0.0
IRN,1999,28.0
IRN,2000,40.0
IRN,2001,119.0
IRN,2002,0.0
IRN,2003,0.0
IRN,2004,0.0
IRN,2005,28.0
IRN,2006,57.0
IRN,2007,86.0
IRN,2008,121.0
IRN,2009,133.0
IRN,2010,74.0
IRN,2011,242.0
IRN,2012,0.0
IRN,2013,0.0
IRN,2014,0.0
IRN,2015,0.0
IRN,2016,30.0
IRN,2017,27.0
IRN,2018,183.0
IRN,2019,169.0
IRN,2020,496.0
IRN,2021,196.0
IRN,2022,56.0
IRN,2023,194.0
IRN,2024,662.0
IRN,2025,1310.0
IRQ,1958,1.0
IRQ,1959,1.0
IRQ,1961,2.0
IRQ,1962,2.0
IRQ,1963,2.0
IRQ,1964,1.0
IRQ,1965,2.0
IRQ,1966,2.0
IRQ,1967,1.0
IRQ,1968,1.0
IRQ,1969,2.0
IRQ,1970,1.0
IRQ,1973,1.0
IRQ,1974,2.0
IRQ,1975,2.0
IRQ,1976,1.0
IRQ,1977,1.0
IRQ,1978,1.0
IRQ,1979,1.0
IRQ,1980,1.0
IRQ,1981,1.0
IRQ,1982,1.0
IRQ,1983,1.0
IRQ,1984,1.0
IRQ,1985,1.0
IRQ,1986,1.0
IRQ,1987,1.0
IRQ,1988,2.0
IRQ,1989,50.0
IRQ,1990,1152.0
IRQ,1991,23274.0
IRQ,1992,306.0
IRQ,1993,75.0
IRQ,1994,34.0
IRQ,1995,587.0
IRQ,1996,398.0
IRQ,1997,0.0
IRQ,1998,0.0
IRQ,1999,0.0
IRQ,2000,0.0
IRQ,2001,0.0
IRQ,2002,0.0
IRQ,2003,7927.0
IRQ,2004,4094.0
IRQ,2005,2608.0
IRQ,2006,3923.0
IRQ,2007,2212.0
IRQ,2008,2112.0
IRQ,2009,1036.0
IRQ,2010,989.0
IRQ,2011,864.0
IRQ,2012,565.0
IRQ,2013,1870.0
IRQ,2014,13797.0
IRQ,2015,10982.0
IRQ,2016,9775.0
IRQ,2017,10012.0
IRQ,2018,866.0
IRQ,2019,498.0
IRQ,2020,674.0
IRQ,2021,707.0
IRQ,2022,340.0
IRQ,2023,203.0
IRQ,2024,217.0
IRQ,2025,143.0
ISR,1949,1.0
ISR,1950,1.0
ISR,1951,1.0
ISR,1952,1.0
ISR,1953,1.0
ISR,1954,1.0
ISR,1955,1.0
ISR,1956,1.0
ISR,1957,1.0
ISR,1958,1.0
ISR,1959,1.0
ISR,1960,1.0
ISR,1961,1.0
ISR,1962,1.0
ISR,1963,1.0
ISR,1964,1.0
ISR,1965,1.0
ISR,1966,1.0
ISR,1967,2.0
ISR,1968,1.0
ISR,1969,1.0
ISR,1970,1.0
ISR,1971,1.0
ISR,1972,1.0
ISR,1973,2.0
ISR,1974,1.0
ISR,1975,1.0
ISR,1976,1.0
ISR,1977,1.0
ISR,1978,1.0
ISR,1979,1.0
ISR,1980,1.0
ISR,1981,1.0
ISR,1982,2.0
ISR,1983,1.0
ISR,1984,1.0
ISR,1985,1.0
ISR,1986,1.0
ISR,1987,1.0
ISR,1988,1.0
ISR,1989,54.0
ISR,1990,71.0
ISR,1991,56.0
ISR,1992,120.0
ISR,1993,171.0
ISR,1994,126.0
ISR,1995,108.0
ISR,1996,162.0
ISR,1997,88.0
ISR,1998,54.0
ISR,1999,41.0
ISR,2000,104.0
ISR,2001,244.0
ISR,2002,613.0
ISR,2003,308.0
ISR,2004,386.0
ISR,2005,123.0
ISR,2006,1649.0
ISR,2007,276.0
ISR,2008,668.0
ISR,2009,696.0
ISR,2010,27.0
ISR,2011,78.0
ISR,2012,235.0
ISR,2013,0.0
ISR,2014,2378.0
ISR,2015,0.0
ISR,2016,0.0
ISR,2017,0.0
ISR,2018,164.0
ISR,2019,188.0
ISR,2020,461.0
ISR,2021,435.0
ISR,2022,140.0
ISR,2023,26995.0
ISR,2024,26376.0
ISR,2025,14522.0
JAM,1989,0.0
JAM,1990,0.0
JAM,1991,0.0
JAM,1992,0.0
JAM,1993,0.0
JAM,1994,0.0
JAM,1995,0.0
JAM,1996,0.0
JAM,1997,0.0
JAM,1998,0.0
JAM,1999,0.0
JAM,2000,0.0
JAM,2001,0.0
JAM,2002,0.0
JAM,2003,0.0
JAM,2004,0.0
JAM,2005,0.0
JAM,2006,0.0
JAM,2007,0.0
JAM,2008,0.0
JAM,2009,0.0
JAM,2010,0.0
JAM,2011,0.0
JAM,2012,0.0
JAM,2013,0.0
JAM,2014,0.0
JAM,2015,0.0
JAM,2016,0.0
JAM,2017,0.0
JAM,2018,0.0
JAM,2019,0.0
JAM,2020,0.0
JAM,2021,0.0
JAM,2022,0.0
JAM,2023,0.0
JAM,2024,0.0
JAM,2025,9.0
JOR,1989,0.0
JOR,1990,0.0
JOR,1991,0.0
JOR,1992,0.0
JOR,1993,0.0
JOR,1994,0.0
JOR,1995,0.0
JOR,1996,0.0
JOR,1997,0.0
JOR,1998,0.0
JOR,1999,0.0
JOR,2000,0.0
JOR,2001,0.0
JOR,2002,0.0
JOR,2003,0.0
JOR,2004,0.0
JOR,2005,0.0
JOR,2006,0.0
JOR,2007,0.0
JOR,2008,0.0
JOR,2009,0.0
JOR,2010,0.0
JOR,2011,0.0
JOR,2012,0.0
JOR,2013,0.0
JOR,2014,0.0
JOR,2015,0.0
JOR,2016,34.0
JOR,2017,0.0
JOR,2018,0.0
JOR,2019,0.0
JOR,2020,0.0
JOR,2021,0.0
JOR,2022,0.0
JOR,2023,0.0
JOR,2024,0.0
JOR,2025,0.0
KEN,1982,1.0
KEN,1989,0.0
KEN,1990,0.0
KEN,1991,0.0
KEN,1992,0.0
KEN,1993,0.0
KEN,1994,0.0
KEN,1995,0.0
KEN,1996,0.0
KEN,1997,0.0
KEN,1998,0.0
KEN,1999,0.0
KEN,2000,0.0
KEN,2001,0.0
KEN,2002,0.0
KEN,2003,0.0
KEN,2004,0.0
KEN,2005,0.0
KEN,2006,0.0
KEN,2007,0.0
KEN,2008,0.0
KEN,2009,0.0
KEN,2010,0.0
KEN,2011,0.0
KEN,2012,0.0
KEN,2013,0.0
KEN,2014,0.0
KEN,2015,42.0
KEN,2016,49.0
KEN,2017,85.0
KEN,2018,69.0
KEN,2019,61.0
KEN,2020,94.0
KEN,2021,78.0
KEN,2022,72.0
KEN,2023,196.0
KEN,2024,52.0
KEN,2025,89.0
KGZ,1989,0.0
KGZ,1990,0.0
KGZ,1991,0.0
KGZ,1992,0.0
KGZ,1993,0.0
KGZ,1994,0.0
KGZ,1995,0.0
KGZ,1996,0.0
KGZ,1997,0.0
KGZ,1998,0.0
KGZ,1999,0.0
KGZ,2000,0.0
KGZ,2001,0.0
KGZ,2002,0.0
KGZ,2003,0.0
KGZ,2004,0.0
KGZ,2005,0.0
KGZ,2006,0.0
KGZ,2007,0.0
KGZ,2008,0.0
KGZ,2009,0.0
KGZ,2010,0.0
KGZ,2011,0.0
KGZ,2012,0.0
KGZ,2013,0.0
KGZ,2014,0.0
KGZ,2015,0.0
KGZ,2016,0.0
KGZ,2017,0.0
KGZ,2018,0.0
KGZ,2019,0.0
KGZ,2020,0.0
KGZ,2021,56.0
KGZ,2022,150.0
KGZ,2023,0.0
KGZ,2024,0.0
KGZ,2025,0.0
KHM,1967,2.0
KHM,1968,1.0
KHM,1969,1.0
KHM,1970,2.0
KHM,1971,2.0
KHM,1972,2.0
KHM,1973,2.0
KHM,1974,2.0
KHM,1975,2.0
KHM,1976,1.0
KHM,1977,1.0
KHM,1978,2.0
KHM,1979,1.0
KHM,1980,1.0
KHM,1981,1.0
KHM,1982,1.0
KHM,1983,1.0
KHM,1984,1.0
KHM,1985,1.0
KHM,1986,1.0
KHM,1987,1.0
KHM,1988,1.0
KHM,1989,818.0
KHM,1990,274.0
KHM,1991,220.0
KHM,1992,118.0
KHM,1993,274.0
KHM,1994,464.0
KHM,1995,694.0
KHM,1996,788.0
KHM,1997,415.0
KHM,1998,246.0
KHM,1999,0.0
KHM,2000,0.0
KHM,2001,0.0
KHM,2002,0.0
KHM,2003,0.0
KHM,2004,0.0
KHM,2005,0.0
KHM,2006,0.0
KHM,2007,0.0
KHM,2008,0.0
KHM,2009,0.0
KHM,2010,0.0
KHM,2011,29.0
KHM,2012,0.0
KHM,2013,0.0
KHM,2014,0.0
KHM,2015,0.0
KHM,2016,0.0
KHM,2017,0.0
KHM,2018,0.0
KHM,2019,0.0
KHM,2020,0.0
KHM,2021,0.0
KHM,2022,0.0
KHM,2023,0.0
KHM,2024,0.0
KHM,2025,23.0
KWT,1972,1.0
KWT,1979,1.0
KWT,1986,2.0
KWT,1989,0.0
KWT,1990,1058.0
KWT,1991,21790.0
KWT,1992,0.0
KWT,1993,0.0
KWT,1994,0.0
KWT,1995,0.0
KWT,1996,0.0
KWT,1997,0.0
KWT,1998,0.0
KWT,1999,0.0
KWT,2000,0.0
KWT,2001,0.0
KWT,2002,0.0
KWT,2003,0.0
KWT,2004,0.0
KWT,2005,0.0
KWT,2006,0.0
KWT,2007,0.0
KWT,2008,0.0
KWT,2009,0.0
KWT,2010,0.0
KWT,2011,0.0
KWT,2012,0.0
KWT,2013,0.0
KWT,2014,0.0
KWT,2015,0.0
KWT,2016,0.0
KWT,2017,0.0
KWT,2018,0.0
KWT,2019,0.0
KWT,2020,0.0
KWT,2021,0.0
KWT,2022,0.0
KWT,2023,0.0
KWT,2024,0.0
KWT,2025,0.0
LAO,1959,2.0
LAO,1960,2.0
LAO,1961,2.0
LAO,1963,2.0
LAO,1964,2.0
LAO,1965,2.0
LAO,1966,2.0
LAO,1967,2.0
LAO,1968,2.0
LAO,1969,2.0
LAO,1970,2.0
LAO,1971,2.0
LAO,1972,2.0
LAO,1973,2.0
LAO,1986,1.0
LAO,1987,1.0
LAO,1988,1.0
LAO,1989,30.0
LAO,1990,249.0
LAO,1991,0.0
LAO,1992,0.0
LAO,1993,0.0
LAO,1994,0.0
LAO,1995,0.0
LAO,1996,0.0
LAO,1997,0.0
LAO,1998,0.0
LAO,1999,0.0
LAO,2000,0.0
LAO,2001,0.0
LAO,2002,0.0
LAO,2003,0.0
LAO,2004,0.0
LAO,2005,0.0
LAO,2006,0.0
LAO,2007,0.0
LAO,2008,0.0
LAO,2009,0.0
LAO,2010,0.0
LAO,2011,0.0
LAO,2012,0.0
LAO,2013,0.0
LAO,2014,0.0
LAO,2015,0.0
LAO,2016,0.0
LAO,2017,0.0
LAO,2018,0.0
LAO,2019,0.0
LAO,2020,0.0
LAO,2021,0.0
LAO,2022,0.0
LAO,2023,0.0
LAO,2024,0.0
LAO,2025,0.0
LBN,1958,2.0
LBN,1975,1.0
LBN,1976,2.0
LBN,1982,1.0
LBN,1983,1.0
LBN,1984,2.0
LBN,1985,1.0
LBN,1986,1.0
LBN,1989,711.0
LBN,1990,700.0
LBN,1991,0.0
LBN,1992,0.0
LBN,1993,0.0
LBN,1994,0.0
LBN,1995,0.0
LBN,1996,0.0
LBN,1997,0.0
LBN,1998,0.0
LBN,1999,0.0
LBN,2000,0.0
LBN,2001,0.0
LBN,2002,0.0
LBN,2003,0.0
LBN,2004,0.0
LBN,2005,0.0
LBN,2006,0.0
LBN,2007,0.0
LBN,2008,0.0
LBN,2009,0.0
LBN,2010,0.0
LBN,2011,0.0
LBN,2012,0.0
LBN,2013,0.0
LBN,2014,126.0
LBN,2015,76.0
LBN,2016,0.0
LBN,2017,70.0
LBN,2018,0.0
LBN,2019,0.0
LBN,2020,0.0
LBN,2021,0.0
LBN,2022,0.0
LBN,2023,0.0
LBN,2024,0.0
LBN,2025,349.0
LBR,1989,27.0
LBR,1990,347.0
LBR,1991,0.0
LBR,1992,0.0
LBR,1993,0.0
LBR,1994,0.0
LBR,1995,0.0
LBR,1996,0.0
LBR,1997,0.0
LBR,1998,0.0
LBR,1999,0.0
LBR,2000,57.0
LBR,2001,341.0
LBR,2002,492.0
LBR,2003,1787.0
LBR,2004,0.0
LBR,2005,0.0
LBR,2006,0.0
LBR,2007,0.0
LBR,2008,0.0
LBR,2009,0.0
LBR,2010,0.0
LBR,2011,0.0
LBR,2012,0.0
LBR,2013,0.0
LBR,2014,0.0
LBR,2015,0.0
LBR,2016,0.0
LBR,2017,0.0
LBR,2018,0.0
LBR,2019,0.0
LBR,2020,0.0
LBR,2021,0.0
LBR,2022,0.0
LBR,2023,0.0
LBR,2024,0.0
LBR,2025,4.0
LBY,1963,2.0
LBY,1964,2.0
LBY,1965,2.0
LBY,1966,2.0
LBY,1967,2.0
LBY,1968,2.0
LBY,1969,2.0
LBY,1970,2.0
LBY,1971,2.0
LBY,1972,2.0
LBY,1976,1.0
LBY,1983,2.0
LBY,1984,2.0
LBY,1985,2.0
LBY,1986,2.0
LBY,1987,2.0
LBY,1988,2.0
LBY,1989,2.0
LBY,1990,2.0
LBY,1991,2.0
LBY,1992,2.0
LBY,1993,1.0
LBY,1994,1.0
LBY,1995,2.0
LBY,1996,2.0
LBY,1997,2.0
LBY,1998,2.0
LBY,1999,2.0
LBY,2000,2.0
LBY,2001,2.0
LBY,2002,2.0
LBY,2003,2.0
LBY,2004,2.0
LBY,2005,1.0
LBY,2006,2.0
LBY,2007,1.0
LBY,2008,1.0
LBY,2009,1.0
LBY,2010,2.0
LBY,2011,3762.0
LBY,2012,2.0
LBY,2013,31.0
LBY,2014,274.0
LBY,2015,274.0
LBY,2016,1678.0
LBY,2017,404.0
LBY,2018,44.0
LBY,2019,1631.0
LBY,2020,668.0
LBY,2021,1.0
LBY,2022,1.0
LBY,2023,2.0
LBY,2024,2.0
LBY,2025,80.0
LKA,1975,1.0
LKA,1976,1.0
LKA,1977,1.0
LKA,1978,1.0
LKA,1979,1.0
LKA,1980,1.0
LKA,1981,1.0
LKA,1982,1.0
LKA,1983,1.0
LKA,1984,1.0
LKA,1985,1.0
LKA,1986,1.0
LKA,1987,1.0
LKA,1988,1.0
LKA,1989,533.0
LKA,1990,3622.0
LKA,1991,6432.0
LKA,1992,4091.0
LKA,1993,2075.0
LKA,1994,657.0
LKA,1995,4755.0
LKA,1996,3868.0
LKA,1997,2880.0
LKA,1998,3762.0
LKA,1999,1882.0
LKA,2000,2525.0
LKA,2001,1144.0
LKA,2002,0.0
LKA,2003,29.0
LKA,2004,0.0
LKA,2005,88.0
LKA,2006,1970.0
LKA,2007,2494.0
LKA,2008,8262.0
LKA,2009,10165.0
LKA,2010,0.0
LKA,2011,0.0
LKA,2012,0.0
LKA,2013,0.0
LKA,2014,0.0
LKA,2015,0.0
LKA,2016,1.0
LKA,2017,1.0
LKA,2018,0.0
LKA,2019,0.0
LKA,2020,0.0
LKA,2021,0.0
LKA,2022,0.0
LKA,2023,0.0
LKA,2024,0.0
LKA,2025,0.0
LSO,1989,0.0
LSO,1990,0.0
LSO,1991,0.0
LSO,1992,0.0
LSO,1993,0.0
LSO,1994,0.0
LSO,1995,0.0
LSO,1996,0.0
LSO,1997,0.0
LSO,1998,78.0
LSO,1999,0.0
LSO,2000,0.0
LSO,2001,0.0
LSO,2002,0.0
LSO,2003,0.0
LSO,2004,0.0
LSO,2005,0.0
LSO,2006,0.0
LSO,2007,0.0
LSO,2008,0.0
LSO,2009,0.0
LSO,2010,0.0
LSO,2011,0.0
LSO,2012,0.0
LSO,2013,0.0
LSO,2014,0.0
