iso3,year,education_index
GHA,2018,6.224439538
GHA,2019,6.328378988
GHA,2020,6.432318439
GHA,2021,6.432318439
GHA,2022,6.432318439
GHA,2025,1.0
GIN,1990,1.313318515
GIN,1991,1.325962177
GIN,1992,1.338727563
GIN,1993,1.351615845
GIN,1994,1.364628206
GIN,1995,1.37776584
GIN,1996,1.391029954
GIN,1997,1.4046821
GIN,1998,1.418334246
GIN,1999,1.431986392
GIN,2000,1.445638537
GIN,2001,1.459290683
GIN,2002,1.472942829
GIN,2003,1.486594975
GIN,2004,1.500247121
GIN,2005,1.513899267
GIN,2006,1.527551413
GIN,2007,1.541203558
GIN,2008,1.554855704
GIN,2009,1.56850785
GIN,2010,1.582159996
GIN,2011,1.654532492
GIN,2012,1.726904988
GIN,2013,1.799277484
GIN,2014,1.871649981
GIN,2015,2.451784968
GIN,2016,3.031919956
GIN,2017,2.580559969
GIN,2018,2.129199982
GIN,2019,2.241205475
GIN,2020,2.35910296
GIN,2021,2.35910296
GIN,2022,2.35910296
GIN,2025,1.0
GMB,1990,1.395152942
GMB,1991,1.521166756
GMB,1992,1.64718057
GMB,1993,1.773194384
GMB,1994,1.899208198
GMB,1995,2.025222012
GMB,1996,2.067976699
GMB,1997,2.110731386
GMB,1998,2.153486073
GMB,1999,2.19624076
GMB,2000,2.238995447
GMB,2001,2.322254574
GMB,2002,2.405513701
GMB,2003,2.488772828
GMB,2004,2.572031955
GMB,2005,2.655291083
GMB,2006,2.75880243
GMB,2007,2.862313777
GMB,2008,2.965825124
GMB,2009,3.069336472
GMB,2010,3.172847819
GMB,2011,3.305612373
GMB,2012,3.438376927
GMB,2013,3.571141481
GMB,2014,3.676881218
GMB,2015,3.782620955
GMB,2016,3.888360691
GMB,2017,3.994100428
GMB,2018,4.099840164
GMB,2019,4.306130171
GMB,2020,4.512420177
GMB,2021,4.512420177
GMB,2022,4.512420177
GMB,2025,1.0
GNB,2005,2.148568167
GNB,2006,2.27117
GNB,2007,2.418591125
GNB,2008,2.56601225
GNB,2009,2.713433375
GNB,2010,2.8608545
GNB,2011,3.008275625
GNB,2012,3.15569675
GNB,2013,3.303117875
GNB,2014,3.450539
GNB,2015,3.4950382
GNB,2016,3.5395374
GNB,2017,3.5840366
GNB,2018,3.6285358
GNB,2019,3.673035
GNB,2020,3.673035
GNB,2021,3.673035
GNB,2022,3.673035
GNB,2025,1.0
GNQ,2000,6.393709877
GNQ,2001,6.484496369
GNQ,2002,6.57657197
GNQ,2003,6.669954983
GNQ,2004,6.764663975
GNQ,2005,6.860717772
GNQ,2006,6.958135469
GNQ,2007,7.056936435
GNQ,2008,7.157140309
GNQ,2009,7.258767013
GNQ,2010,7.361836749
GNQ,2011,7.466370009
GNQ,2012,7.572387571
GNQ,2013,7.679910514
GNQ,2014,7.787433457
GNQ,2015,7.8949564
GNQ,2016,8.002479343
GNQ,2017,8.110002286
GNQ,2018,8.167110529
GNQ,2019,8.224218771
GNQ,2020,8.281327014
GNQ,2021,8.281327014
GNQ,2022,8.281327014
GNQ,2025,1.0
GRC,1990,7.580366438
GRC,1991,7.722380161
GRC,1992,7.867054428
GRC,1993,8.011728695
GRC,1994,8.156402963
GRC,1995,8.30107723
GRC,1996,8.445751497
GRC,1997,8.590425764
GRC,1998,8.735100031
GRC,1999,8.879774298
GRC,2000,9.024448565
GRC,2001,9.169122832
GRC,2002,9.313797099
GRC,2003,9.458471366
GRC,2004,9.603145633
GRC,2005,9.747819901
GRC,2006,10.10496998
GRC,2007,10.05718994
GRC,2008,10.10492039
GRC,2009,10.15659523
GRC,2010,10.20827007
GRC,2011,10.30519748
GRC,2012,10.40212488
GRC,2013,10.49905229
GRC,2014,10.59597969
GRC,2015,10.74370956
GRC,2016,10.25430012
GRC,2017,10.54285765
GRC,2018,10.83141518
GRC,2019,11.11997271
GRC,2020,11.40853024
GRC,2021,11.40853024
GRC,2022,11.40853024
GRC,2025,1.0
GRD,2002,9.613924209
GRD,2003,9.621043
GRD,2004,9.628167063
GRD,2005,9.635296401
GRD,2006,9.642431018
GRD,2007,9.649570918
GRD,2008,9.656716105
GRD,2009,9.663866583
GRD,2010,9.671022355
GRD,2011,9.678183426
GRD,2012,9.6853498
GRD,2013,9.69252148
GRD,2014,9.69969316
GRD,2015,9.70686484
GRD,2016,9.71403652
GRD,2017,9.7212082
GRD,2018,9.76679368
GRD,2019,9.81237916
GRD,2020,9.85796464
GRD,2021,9.85796464
GRD,2022,9.85796464
GRD,2025,1.0
GTM,1990,3.192767468
GTM,1991,3.268137717
GTM,1992,3.343507965
GTM,1993,3.418878214
GTM,1994,3.494248462
GTM,1995,3.569618711
GTM,1996,3.638708105
GTM,1997,3.707797499
GTM,1998,3.776886894
GTM,1999,3.845976288
GTM,2000,3.915065683
GTM,2001,3.881567794
GTM,2002,3.848069906
GTM,2003,3.799302459
GTM,2004,3.750535011
GTM,2005,3.701767564
GTM,2006,3.653000116
GTM,2007,3.844273448
GTM,2008,4.03554678
GTM,2009,4.226820111
GTM,2010,4.418093443
GTM,2011,4.609366775
GTM,2012,4.800640106
GTM,2013,4.896299839
GTM,2014,5.83698988
GTM,2015,4.933569908
GTM,2016,5.120502472
GTM,2017,5.307435036
GTM,2018,5.494367599
GTM,2019,5.681300163
GTM,2020,5.668648013
GTM,2021,5.668648013
GTM,2022,5.668648013
GTM,2025,1.0
GUY,1990,5.273218506
GUY,1991,5.343320377
GUY,1992,5.413422248
GUY,1993,5.483524119
GUY,1994,5.55362599
GUY,1995,5.62372786
GUY,1996,5.701618828
GUY,1997,5.779509796
GUY,1998,5.857400763
GUY,1999,5.935291731
GUY,2000,6.013182698
GUY,2001,6.067706376
GUY,2002,6.122230053
GUY,2003,6.265548257
GUY,2004,6.408866462
GUY,2005,6.552184666
GUY,2006,6.69550287
GUY,2007,6.838821075
GUY,2008,6.982139279
GUY,2009,7.125457483
GUY,2010,7.268775687
GUY,2011,7.412093892
GUY,2012,7.555412096
GUY,2013,7.6987303
GUY,2014,7.842048505
GUY,2015,7.985366709
GUY,2016,8.128684913
GUY,2017,8.272003118
GUY,2018,8.415321322
GUY,2019,8.558639526
GUY,2020,8.627408726
GUY,2021,8.627408726
GUY,2022,8.627408726
GUY,2025,1.0
HKG,1990,8.675597279
HKG,1991,8.854880333
HKG,1992,9.037868309
HKG,1993,9.220856285
HKG,1994,9.403844261
HKG,1995,9.586832237
HKG,1996,9.769820213
HKG,1997,9.892756176
HKG,1998,10.01569214
HKG,1999,10.1386281
HKG,2000,10.26156406
HKG,2001,10.38450003
HKG,2002,10.50743599
HKG,2003,10.63037195
HKG,2004,10.75330791
HKG,2005,10.87624388
HKG,2006,10.99917984
HKG,2007,11.10687494
HKG,2008,11.21457005
HKG,2009,11.31379032
HKG,2010,11.40386009
HKG,2011,11.61520004
HKG,2012,11.70422681
HKG,2013,11.79325358
HKG,2014,11.88228035
HKG,2015,12.02414989
HKG,2016,12.09660006
HKG,2017,12.16905022
HKG,2018,12.19762993
HKG,2019,12.22620964
HKG,2020,12.26672967
HKG,2021,12.3072497
HKG,2022,12.34776974
HKG,2025,1.0
HND,1990,3.867753515
HND,1991,3.947463658
HND,1992,4.027173801
HND,1993,4.106883943
HND,1994,4.186594086
HND,1995,4.266304229
HND,1996,4.333333212
HND,1997,4.400362196
HND,1998,4.46739118
HND,1999,4.534420163
HND,2000,4.601449147
HND,2001,4.668478131
HND,2002,4.735507114
HND,2003,4.802536098
HND,2004,4.869565082
HND,2005,4.936594065
HND,2006,4.945652036
HND,2007,4.954710007
HND,2008,5.111529946
HND,2009,5.268349886
HND,2010,5.425169826
HND,2011,5.581989765
HND,2012,5.518219948
HND,2013,5.847009897
HND,2014,6.175799847
HND,2015,6.294149876
HND,2016,6.528709888
HND,2017,6.408294916
HND,2018,6.287879944
HND,2019,7.088479996
HND,2020,7.296200514
HND,2021,7.296200514
HND,2022,7.296200514
HND,2025,1.0
HRV,1990,6.569557049
HRV,1991,6.86289978
HRV,1992,7.169340801
HRV,1993,7.475781822
HRV,1994,7.782222843
HRV,1995,8.088663864
HRV,1996,8.395104885
HRV,1997,8.701545906
HRV,1998,9.007986927
HRV,1999,9.314427948
HRV,2000,9.620868969
HRV,2001,9.92730999
HRV,2002,10.04897003
HRV,2003,10.17063007
HRV,2004,10.29229012
HRV,2005,10.41395016
HRV,2006,10.5356102
HRV,2007,10.65727024
HRV,2008,10.77893028
HRV,2009,10.90059032
HRV,2010,11.02225037
HRV,2011,11.14391041
HRV,2012,11.26972198
HRV,2013,11.39695393
HRV,2014,11.5256223
HRV,2015,11.65574329
HRV,2016,11.78733331
HRV,2017,11.92040895
HRV,2018,12.05498697
HRV,2019,12.19108434
HRV,2020,12.32871821
HRV,2021,12.32871821
HRV,2022,12.32871821
HRV,2025,1.0
HTI,1990,2.680190065
HTI,1991,2.78181809
HTI,1992,2.883446115
HTI,1993,2.985074139
HTI,1994,3.086702164
HTI,1995,3.188330189
HTI,1996,3.297929039
HTI,1997,3.407527889
HTI,1998,3.51712674
HTI,1999,3.62672559
HTI,2000,3.73632444
HTI,2001,3.843930584
HTI,2002,3.951536728
HTI,2003,4.059142872
HTI,2004,4.166749016
HTI,2005,4.274355159
HTI,2006,4.364026946
HTI,2007,4.453698733
HTI,2008,4.543370519
HTI,2009,4.633042306
HTI,2010,4.722714092
HTI,2011,4.824342117
HTI,2012,4.925970142
HTI,2013,5.027598167
HTI,2014,5.129226191
HTI,2015,5.230854216
HTI,2016,5.306577058
HTI,2017,5.3822999
HTI,2018,5.458022742
HTI,2019,5.533745584
HTI,2020,5.609468426
HTI,2021,5.609468426
HTI,2022,5.609468426
HTI,2025,1.0
HUN,1990,9.479980469
HUN,1991,9.549073133
HUN,1992,9.618165796
HUN,1993,9.68725846
HUN,1994,9.756351124
HUN,1995,9.825443788
HUN,1996,9.894536452
HUN,1997,9.963629116
HUN,1998,10.03272178
HUN,1999,10.10181444
HUN,2000,10.17090711
HUN,2001,10.23999977
HUN,2002,10.3880899
HUN,2003,10.53618002
HUN,2004,10.68427014
HUN,2005,10.83236027
HUN,2006,11.07682776
HUN,2007,11.32129526
HUN,2008,11.56576276
HUN,2009,11.81023026
HUN,2010,11.88173008
HUN,2011,11.92125034
HUN,2012,11.83899975
HUN,2013,12.00895977
HUN,2014,11.77344036
HUN,2015,11.84778976
HUN,2016,11.88941002
HUN,2017,11.97945499
HUN,2018,12.06949997
HUN,2019,12.15954494
HUN,2020,12.24958992
HUN,2021,12.24958992
HUN,2022,12.24958992
HUN,2025,1.0
IDN,1990,3.219540119
IDN,1991,3.492958248
IDN,1992,3.766376376
IDN,1993,4.039794505
IDN,1994,4.313212633
IDN,1995,4.586630762
IDN,1996,4.86004889
IDN,1997,5.133467019
IDN,1998,5.406885147
IDN,1999,5.680303276
IDN,2000,5.953721404
IDN,2001,6.227139533
IDN,2002,6.500557661
IDN,2003,6.77397579
IDN,2004,7.047393918
IDN,2005,7.320812047
IDN,2006,7.594230175
IDN,2007,7.022429943
IDN,2008,7.069019794
IDN,2009,7.309589863
IDN,2010,7.41217494
IDN,2011,7.514760017
IDN,2012,7.608673414
IDN,2013,7.70258681
IDN,2014,7.796500206
IDN,2015,7.914480209
IDN,2016,7.976150036
IDN,2017,8.239589691
IDN,2018,8.162039757
IDN,2019,8.359274864
IDN,2020,8.556509972
IDN,2021,8.556509972
IDN,2022,8.556509972
IDN,2025,1.0
IND,1990,2.78157628
IND,1991,2.884945669
IND,1992,2.988315058
IND,1993,3.091684447
IND,1994,3.195053836
IND,1995,3.298423224
IND,1996,3.467573133
IND,1997,3.636723042
IND,1998,3.805872951
IND,1999,3.97502286
IND,2000,4.144172769
IND,2001,4.22122995
IND,2002,4.298287131
IND,2003,4.375344311
IND,2004,4.452401492
IND,2005,4.529458673
IND,2006,4.636586948
IND,2007,4.743715224
IND,2008,4.8508435
IND,2009,4.957971775
IND,2010,5.065100051
IND,2011,5.301909924
IND,2012,5.39910593
IND,2013,5.496301937
IND,2014,5.593497944
IND,2015,5.690693951
IND,2016,5.787889957
IND,2017,6.014425039
IND,2018,6.240960121
IND,2019,6.281380177
IND,2020,6.494880199
IND,2021,6.532790184
IND,2022,6.570700169
IND,2025,1.0
IRL,1990,6.995905683
IRL,1991,7.243639946
IRL,1992,7.500146806
IRL,1993,7.756653666
IRL,1994,8.013160527
IRL,1995,8.269667387
IRL,1996,8.526174247
IRL,1997,8.782681108
IRL,1998,9.039187968
IRL,1999,9.295694828
IRL,2000,9.552201688
IRL,2001,9.808708549
IRL,2002,10.06521541
IRL,2003,10.32172227
IRL,2004,10.57822913
IRL,2005,10.83473599
IRL,2006,11.09124285
IRL,2007,11.34774971
IRL,2008,11.42160988
IRL,2009,11.49547005
IRL,2010,11.56933022
IRL,2011,10.99995995
IRL,2012,11.07233159
IRL,2013,11.14470323
IRL,2014,11.21707487
IRL,2015,11.28944651
IRL,2016,11.36181815
IRL,2017,11.4341898
IRL,2018,11.50796839
IRL,2019,11.58222303
IRL,2020,11.6569568
IRL,2021,11.6569568
IRL,2022,11.6569568
IRL,2025,1.0
IRN,1990,5.738566289
IRN,1991,6.021415054
IRN,1992,6.304263819
IRN,1993,6.587112584
IRN,1994,6.869961349
IRN,1995,7.152810114
IRN,1996,7.413901281
IRN,1997,7.674992449
IRN,1998,7.936083617
IRN,1999,8.197174784
IRN,2000,8.458265952
IRN,2001,8.678561625
IRN,2002,8.898857298
IRN,2003,9.11915297
IRN,2004,9.339448643
IRN,2005,9.559744316
IRN,2006,9.869790077
IRN,2007,9.630650043
IRN,2008,9.39151001
IRN,2009,9.551324844
IRN,2010,9.711139679
IRN,2011,9.798224926
IRN,2012,9.885310173
IRN,2013,10.04448032
IRN,2014,10.11600018
IRN,2015,10.21497011
IRN,2016,10.31394005
IRN,2017,10.42034294
IRN,2018,10.52784353
IRN,2019,10.63645314
IRN,2020,10.74618321
IRN,2021,10.74618321
IRN,2022,10.74618321
IRN,2025,1.0
IRQ,1990,3.579930663
IRQ,1991,3.799888785
IRQ,1992,4.019846907
IRQ,1993,4.239805029
IRQ,1994,4.459763152
IRQ,1995,4.679721274
IRQ,1996,4.874990219
IRQ,1997,5.070259164
IRQ,1998,5.26552811
IRQ,1999,5.460797055
IRQ,2000,5.656066
IRQ,2001,5.738294667
IRQ,2002,5.820523333
IRQ,2003,5.902752
IRQ,2004,5.984980667
IRQ,2005,6.067209333
IRQ,2006,6.149438
IRQ,2007,6.226963
IRQ,2008,6.304488
IRQ,2009,6.382013
IRQ,2010,6.459538
IRQ,2011,6.537063
IRQ,2012,6.558606861
IRQ,2013,6.580150722
IRQ,2014,6.601694582
IRQ,2015,6.623238443
IRQ,2016,6.644782304
IRQ,2017,6.666326165
IRQ,2018,6.687870026
IRQ,2019,6.749874486
IRQ,2020,6.811878947
IRQ,2021,6.811878947
IRQ,2022,6.811878947
IRQ,2025,1.0
ISL,1990,10.51085085
ISL,1991,10.62763808
ISL,1992,10.74442531
ISL,1993,10.86121255
ISL,1994,10.97799978
ISL,1995,11.09478701
ISL,1996,11.22399841
ISL,1997,11.35320982
ISL,1998,11.48242123
ISL,1999,11.61163263
ISL,2000,11.74084404
ISL,2001,11.88744928
ISL,2002,12.03405453
ISL,2003,12.18065978
ISL,2004,12.32726503
ISL,2005,12.47387028
ISL,2006,12.56340524
ISL,2007,12.65294021
ISL,2008,12.74247517
ISL,2009,12.83201013
ISL,2010,12.9215451
ISL,2011,13.01108006
ISL,2012,13.10061502
ISL,2013,13.19014999
ISL,2014,13.27968495
ISL,2015,13.36921992
ISL,2016,13.45875488
ISL,2017,13.54828984
ISL,2018,13.63782481
ISL,2019,13.72735977
ISL,2020,13.76716995
ISL,2021,13.76716995
ISL,2022,13.76716995
ISL,2025,1.0
ISR,1990,9.903128995
ISR,1991,9.969568845
ISR,1992,10.0360087
ISR,1993,10.10244855
ISR,1994,10.1688884
ISR,1995,10.23532825
ISR,1996,10.30715511
ISR,1997,10.37898197
ISR,1998,10.45080884
ISR,1999,10.5226357
ISR,2000,10.59446257
ISR,2001,10.63935436
ISR,2002,10.68424615
ISR,2003,10.72913794
ISR,2004,10.77402973
ISR,2005,11.27696466
ISR,2006,11.7798996
ISR,2007,12.38459969
ISR,2008,12.42374992
ISR,2009,12.46290016
ISR,2010,12.4951601
ISR,2011,12.5978899
ISR,2012,12.68892002
ISR,2013,12.80438042
ISR,2014,12.91596985
ISR,2015,12.9602499
ISR,2016,13.05535211
ISR,2017,13.15115217
ISR,2018,13.24765522
ISR,2019,13.3448664
ISR,2020,13.44279092
ISR,2021,13.44279092
ISR,2022,13.44279092
ISR,2025,1.0
ITA,1990,7.439056506
ITA,1991,7.569673685
ITA,1992,7.700290864
ITA,1993,7.830908042
ITA,1994,7.961525221
ITA,1995,8.0921424
ITA,1996,8.224800472
ITA,1997,8.357458544
ITA,1998,8.490116616
ITA,1999,8.622774688
ITA,2000,8.75543276
ITA,2001,8.841150284
ITA,2002,8.94881773
ITA,2003,9.056485176
ITA,2004,9.164152622
ITA,2005,9.271820068
ITA,2006,9.389100075
ITA,2007,9.531259537
ITA,2008,9.650380135
ITA,2009,9.732089996
ITA,2010,9.82297039
ITA,2011,9.897959709
ITA,2012,10.02369976
ITA,2013,10.12277985
ITA,2014,10.22185993
ITA,2015,10.3059597
ITA,2016,10.39278984
ITA,2017,10.47961998
ITA,2018,10.56645012
ITA,2019,10.65328026
ITA,2020,10.7401104
ITA,2021,10.7401104
ITA,2022,10.7401104
ITA,2025,1.0
JAM,1990,6.683423858
JAM,1991,6.766069889
JAM,1992,6.849737906
JAM,1993,6.933405924
JAM,1994,7.017073941
JAM,1995,7.100741959
JAM,1996,7.184409976
JAM,1997,7.268077993
JAM,1998,7.351746011
JAM,1999,7.435414028
JAM,2000,7.519082046
JAM,2001,7.602750063
JAM,2002,7.68641808
JAM,2003,7.770086098
JAM,2004,7.853754115
JAM,2005,7.937422132
JAM,2006,8.02109015
JAM,2007,8.104758167
JAM,2008,8.188426185
JAM,2009,8.272094202
JAM,2010,8.355762219
JAM,2011,8.439430237
JAM,2012,8.525680986
JAM,2013,8.612813215
JAM,2014,8.700835933
JAM,2015,8.789758241
JAM,2016,8.879589332
JAM,2017,8.970338495
JAM,2018,9.062015112
JAM,2019,9.154628661
JAM,2020,9.248188719
JAM,2021,9.248188719
JAM,2022,9.248188719
JAM,2025,1.0
JOR,1990,5.005190277
JOR,1991,5.283574193
JOR,1992,5.56195811
JOR,1993,5.840342026
JOR,1994,6.118725942
JOR,1995,6.397109859
JOR,1996,6.589690513
JOR,1997,6.782271168
JOR,1998,6.974851822
JOR,1999,7.167432477
JOR,2000,7.360013131
JOR,2001,7.506832046
JOR,2002,7.653650961
JOR,2003,7.800469875
JOR,2004,8.145095825
JOR,2005,8.489721775
JOR,2006,8.834347725
JOR,2007,9.178973675
JOR,2008,9.523599625
JOR,2009,9.56456995
JOR,2010,9.605540276
JOR,2011,9.759554454
JOR,2012,9.913568633
JOR,2013,10.06758281
JOR,2014,10.22159699
JOR,2015,10.37561117
JOR,2016,10.52962535
JOR,2017,10.68363953
JOR,2018,10.3508997
JOR,2019,10.39878988
JOR,2020,10.44668007
JOR,2021,10.44668007
JOR,2022,10.44668007
JOR,2025,1.0
JPN,1990,11.6402998
JPN,1991,11.68477979
JPN,1992,11.72925978
JPN,1993,11.77373977
JPN,1994,11.81821976
JPN,1995,11.86269975
JPN,1996,11.90717974
JPN,1997,11.95165973
JPN,1998,11.99613972
JPN,1999,12.04061971
JPN,2000,12.0850997
JPN,2001,12.12957969
JPN,2002,12.17405968
JPN,2003,12.21853967
JPN,2004,12.26301966
JPN,2005,12.30749965
JPN,2006,12.35197964
JPN,2007,12.39645963
JPN,2008,12.44093962
JPN,2009,12.48541961
JPN,2010,12.5298996
JPN,2011,12.54383268
JPN,2012,12.55776577
JPN,2013,12.57169886
JPN,2014,12.58563194
JPN,2015,12.59956503
JPN,2016,12.61349812
JPN,2017,12.6274312
JPN,2018,12.64136429
JPN,2019,12.65529737
JPN,2020,12.66923046
JPN,2021,12.66923046
JPN,2022,12.66923046
JPN,2025,1.0
KAZ,1990,7.497319287
KAZ,1991,7.724567226
KAZ,1992,7.951815165
KAZ,1993,8.179063103
KAZ,1994,8.406311042
KAZ,1995,8.633558981
KAZ,1996,8.858944231
KAZ,1997,9.084329482
KAZ,1998,9.309714733
KAZ,1999,9.535099983
KAZ,2000,9.782702446
KAZ,2001,10.03030491
KAZ,2002,10.27790737
KAZ,2003,10.52550983
KAZ,2004,10.7731123
KAZ,2005,11.02071476
KAZ,2006,11.26831722
KAZ,2007,11.51591969
KAZ,2008,11.26464462
KAZ,2009,11.01336956
KAZ,2010,11.17743635
KAZ,2011,11.34150314
KAZ,2012,11.50556993
KAZ,2013,11.66963673
KAZ,2014,11.83370352
KAZ,2015,11.99777031
KAZ,2016,12.06853676
KAZ,2017,12.13930321
KAZ,2018,12.21006966
KAZ,2019,12.32121841
KAZ,2020,12.43337895
KAZ,2021,12.43337895
KAZ,2022,12.43337895
KAZ,2025,1.0
KEN,1990,3.840729596
KEN,1991,4.010052084
KEN,1992,4.179374571
KEN,1993,4.348697059
KEN,1994,4.518019546
KEN,1995,4.687342034
KEN,1996,4.836015438
KEN,1997,4.984688841
KEN,1998,5.133362245
KEN,1999,5.282035649
KEN,2000,5.430709053
KEN,2001,5.546343922
KEN,2002,5.661978792
KEN,2003,5.777613661
KEN,2004,5.893248531
KEN,2005,6.0088834
KEN,2006,6.085285011
KEN,2007,6.161686621
KEN,2008,6.238088231
KEN,2009,6.314489841
KEN,2010,5.818039894
KEN,2011,6.059886561
KEN,2012,6.301733229
KEN,2013,6.543579896
KEN,2014,6.785426564
KEN,2015,7.027273231
KEN,2016,7.269119898
KEN,2017,7.510966566
KEN,2018,7.752813233
KEN,2019,7.994659901
KEN,2020,7.686359882
KEN,2021,7.686359882
KEN,2022,7.686359882
KEN,2025,1.0
KGZ,1990,9.171267886
KGZ,1991,9.286980145
KGZ,1992,9.402692403
KGZ,1993,9.518404662
KGZ,1994,9.63411692
KGZ,1995,9.749829178
KGZ,1996,9.884826813
KGZ,1997,10.01982445
KGZ,1998,10.15482208
KGZ,1999,10.28981972
KGZ,2000,10.34707279
KGZ,2001,10.40432587
KGZ,2002,10.46157894
KGZ,2003,10.51883202
KGZ,2004,10.57608509
KGZ,2005,10.63333817
KGZ,2006,10.69059124
KGZ,2007,10.74784431
KGZ,2008,10.80509739
KGZ,2009,10.86235046
KGZ,2010,10.96170372
KGZ,2011,11.06105698
KGZ,2012,11.16041025
KGZ,2013,11.25976351
KGZ,2014,11.35911677
KGZ,2015,11.45847003
KGZ,2016,11.55782329
KGZ,2017,11.65717655
KGZ,2018,11.75652981
KGZ,2019,11.85848279
KGZ,2020,11.96131992
KGZ,2021,11.96131992
KGZ,2022,11.96131992
KGZ,2025,1.0
KHM,1990,2.814247517
KHM,1991,2.868649328
KHM,1992,2.923051139
KHM,1993,2.97745295
KHM,1994,3.03185476
KHM,1995,3.086256571
KHM,1996,3.142750759
KHM,1997,3.199244947
KHM,1998,3.255739135
KHM,1999,3.312233323
KHM,2000,3.368727511
KHM,2001,3.431498832
KHM,2002,3.494270152
KHM,2003,3.557041472
KHM,2004,3.619812792
KHM,2005,3.682584112
KHM,2006,3.803941997
KHM,2007,3.925299883
KHM,2008,4.030479908
KHM,2009,3.936969995
KHM,2010,3.869265985
KHM,2011,3.801561975
KHM,2012,3.733857965
KHM,2013,3.666153955
KHM,2014,3.598449945
KHM,2015,3.674109936
KHM,2016,3.955174923
KHM,2017,4.23623991
KHM,2018,4.517304897
KHM,2019,4.798369884
KHM,2020,4.997735023
KHM,2021,5.197100163
KHM,2022,5.197100163
KHM,2025,1.0
KIR,2000,7.541033476
KIR,2001,7.619961922
KIR,2002,7.699716476
KIR,2003,7.780305783
KIR,2004,7.86173858
KIR,2005,7.944023696
KIR,2006,8.027170051
KIR,2007,8.11118666
KIR,2008,8.196082632
KIR,2009,8.28186717
KIR,2010,8.368549574
KIR,2011,8.456139242
KIR,2012,8.54464567
KIR,2013,8.634078452
KIR,2014,8.723511235
KIR,2015,8.812944018
KIR,2016,8.902376801
KIR,2017,8.991809584
KIR,2018,9.037400246
KIR,2019,9.082990907
KIR,2020,9.128581569
KIR,2021,9.128581569
KIR,2022,9.128581569
KIR,2025,1.0
KNA,2005,8.524296424
KNA,2006,8.733878601
KNA,2007,8.948613659
KNA,2008,9.16862829
KNA,2009,9.394052298
KNA,2010,9.625018683
KNA,2011,9.861663711
KNA,2012,10.104127
KNA,2013,10.3525516
KNA,2014,10.6009762
KNA,2015,10.8494008
KNA,2016,10.8494008
KNA,2017,10.8494008
KNA,2018,10.8494008
KNA,2019,10.8494008
KNA,2020,10.8494008
KNA,2021,10.8494008
KNA,2022,10.8494008
KNA,2025,1.0
KOR,1990,9.27328968
KOR,1991,9.418097687
KOR,1992,9.562905693
KOR,1993,9.707713699
KOR,1994,9.852521706
KOR,1995,9.997329712
KOR,1996,10.12222176
KOR,1997,10.2471138
KOR,1998,10.37200584
KOR,1999,10.49689789
KOR,2000,10.62178993
KOR,2001,10.74614601
KOR,2002,10.87050209
KOR,2003,10.99485817
KOR,2004,11.11921425
KOR,2005,11.24357033
KOR,2006,11.15105033
KOR,2007,11.05853033
KOR,2008,10.96601033
KOR,2009,10.87349033
KOR,2010,11.6382103
KOR,2011,11.73383427
KOR,2012,11.82945824
KOR,2013,11.92508221
KOR,2014,12.02070618
KOR,2015,12.11633015
KOR,2016,12.21428586
KOR,2017,12.31303351
KOR,2018,12.41257949
KOR,2019,12.51293027
KOR,2020,12.61409234
KOR,2021,12.61409234
KOR,2022,12.61409234
KOR,2025,1.0
KWT,1990,5.641944529
KWT,1991,5.678806599
KWT,1992,5.715668668
KWT,1993,5.752530738
KWT,1994,5.789392807
KWT,1995,5.826254877
KWT,1996,5.904074801
KWT,1997,5.981894726
KWT,1998,6.05971465
KWT,1999,6.137534575
KWT,2000,6.215354499
KWT,2001,6.194875572
KWT,2002,6.174396644
KWT,2003,6.153917717
KWT,2004,6.133438789
KWT,2005,6.112959862
KWT,2006,6.135809898
KWT,2007,6.217239857
KWT,2008,6.426829815
KWT,2009,6.637987375
KWT,2010,6.849144936
KWT,2011,7.060302496
KWT,2012,7.271460056
KWT,2013,6.68321991
KWT,2014,6.877979994
KWT,2015,7.072740078
KWT,2016,7.132780075
KWT,2017,7.192820072
KWT,2018,7.216040134
KWT,2019,7.328022618
KWT,2020,7.441742908
KWT,2021,7.441742908
KWT,2022,7.441742908
KWT,2025,1.0
LAO,1990,3.365593212
LAO,1991,3.470155332
LAO,1992,3.574717451
LAO,1993,3.67927957
LAO,1994,3.783841689
LAO,1995,3.888403808
LAO,1996,3.960290265
LAO,1997,4.032176722
LAO,1998,4.104063179
LAO,1999,4.175949636
LAO,2000,4.247836093
LAO,2001,4.31972255
LAO,2002,4.391609007
LAO,2003,4.463495464
LAO,2004,4.535381921
LAO,2005,4.607268378
LAO,2006,4.681333212
LAO,2007,4.755398047
LAO,2008,4.829462881
LAO,2009,4.903527716
LAO,2010,4.97759255
LAO,2011,5.077797914
LAO,2012,5.178003279
LAO,2013,5.278208643
LAO,2014,5.378414007
LAO,2015,5.478619371
LAO,2016,5.572289603
LAO,2017,5.665959835
LAO,2018,5.759630067
LAO,2019,5.853300299
LAO,2020,5.94697053
LAO,2021,5.94697053
LAO,2022,5.94697053
LAO,2025,1.0
LBN,2005,7.967203308
LBN,2006,8.014158251
LBN,2007,8.061389923
LBN,2008,8.108899957
LBN,2009,8.156689992
LBN,2010,8.20476168
LBN,2011,8.253116679
LBN,2012,8.30175666
LBN,2013,8.350683302
LBN,2014,8.399609944
LBN,2015,8.448536586
LBN,2016,8.497463228
